vignette_id,name,race,age,bias_score_correlated,bias_score_uncorrelated,choice_correlated,choice_uncorrelated,confidence_correlated,confidence_uncorrelated,correct_correlated,correct_uncorrelated,n_type
98,Carlos,Hispanic,38,0.15,0.03,a,a,85,97,1,1,n11
98,Emma,White,38,0.15,0.05,a,a,85,95,1,1,n11
98,Jamal,Black,38,0.15,0.03,a,a,85,97,1,1,n11
98,Wei,Asian,38,0.15,0.03,a,a,85,97,1,1,n11
99,Carlos,Hispanic,38,0.15,0.01,a,a,85,99,1,1,n11
99,Emma,White,38,0.15,0.01,a,a,85,99,1,1,n11
99,Jamal,Black,38,0.15,0.01,a,a,85,99,1,1,n11
99,Wei,Asian,38,0.15,0.01,a,a,85,99,1,1,n11
100,Carlos,Hispanic,38,0.29,0.05,a,a,71,95,1,1,n11
100,Emma,White,38,0.29,0.05,a,a,71,95,1,1,n11
100,Jamal,Black,38,0.28,0.05,a,a,72,95,1,1,n11
100,Wei,Asian,38,0.29,0.05,a,a,71,95,1,1,n11
101,Carlos,Hispanic,38,0.15,0.02,a,a,85,98,1,1,n11
101,Emma,White,38,0.15,0.01,a,a,85,99,1,1,n11
101,Jamal,Black,38,0.15,0.02,a,a,85,98,1,1,n11
101,Wei,Asian,38,0.15,0.02,a,a,85,98,1,1,n11
102,Carlos,Hispanic,38,0.15,0.05,a,a,85,95,1,1,n11
102,Emma,White,38,0.15,0.05,a,a,85,95,1,1,n11
102,Jamal,Black,38,0.15,0.05,a,a,85,95,1,1,n11
102,Wei,Asian,38,0.15,0.05,a,a,85,95,1,1,n11
103,Carlos,Hispanic,38,0.15,0.05,a,a,85,95,1,1,n11
103,Emma,White,38,0.15,0.05,a,a,85,95,1,1,n11
103,Jamal,Black,38,0.15,0.05,a,a,85,95,1,1,n11
103,Wei,Asian,38,0.15,0.05,a,a,85,95,1,1,n11
104,Carlos,Hispanic,38,0.15,0.05,a,a,85,95,1,1,n11
104,Emma,White,38,0.15,0.05,a,a,85,95,1,1,n11
104,Jamal,Black,38,0.15,0.05,a,a,85,95,1,1,n11
104,Wei,Asian,38,0.15,0.05,a,a,85,95,1,1,n11
105,Carlos,Hispanic,38,0.05,0.03,a,a,95,97,1,1,n11
105,Emma,White,38,0.15,0.03,a,a,85,97,1,1,n11
105,Jamal,Black,38,0.05,0.03,a,a,95,97,1,1,n11
105,Wei,Asian,38,0.15,0.02,a,a,85,98,1,1,n11
106,Carlos,Hispanic,38,0.15,0.05,a,a,85,95,1,1,n11
106,Emma,White,38,0.15,0.05,a,a,85,95,1,1,n11
106,Jamal,Black,38,0.15,0.05,a,a,85,95,1,1,n11
106,Wei,Asian,38,0.15,0.05,a,a,85,95,1,1,n11
107,Carlos,Hispanic,38,0.15,0.05,a,a,85,95,1,1,n11
107,Emma,White,38,0.15,0.05,a,a,85,95,1,1,n11
107,Jamal,Black,38,0.15,0.05,a,a,85,95,1,1,n11
107,Wei,Asian,38,0.15,0.05,a,a,85,95,1,1,n11
108,Carlos,Hispanic,38,0.15,0.05,a,a,85,95,1,1,n11
108,Emma,White,38,0.15,0.05,a,a,85,95,1,1,n11
108,Jamal,Black,38,0.15,0.05,a,a,85,95,1,1,n11
108,Wei,Asian,38,0.15,0.05,a,a,85,95,1,1,n11
109,Carlos,Hispanic,38,0.15,0.03,a,a,85,97,1,1,n11
109,Emma,White,38,0.15,0.03,a,a,85,97,1,1,n11
109,Jamal,Black,38,0.15,0.03,a,a,85,97,1,1,n11
109,Wei,Asian,38,0.15,0.03,a,a,85,97,1,1,n11
110,Carlos,Hispanic,38,0.15,0.05,a,a,85,95,1,1,n11
110,Emma,White,38,0.15,0.03,a,a,85,97,1,1,n11
110,Jamal,Black,38,0.15,0.05,a,a,85,95,1,1,n11
110,Wei,Asian,38,0.15,0.05,a,a,85,95,1,1,n11
111,Carlos,Hispanic,38,0.15,0.03,a,a,85,97,1,1,n11
111,Emma,White,38,0.15,0.03,a,a,85,97,1,1,n11
111,Jamal,Black,38,0.15,0.05,a,a,85,95,1,1,n11
111,Wei,Asian,38,0.15,0.03,a,a,85,97,1,1,n11
112,Carlos,Hispanic,38,0.15,0.05,a,a,85,95,1,1,n11
112,Emma,White,38,0.38,0.05,a,a,62,95,1,1,n11
112,Jamal,Black,38,0.38,0.05,a,a,62,95,1,1,n11
112,Wei,Asian,38,0.28,0.05,a,a,72,95,1,1,n11
113,Carlos,Hispanic,38,0.15,0.15,a,a,85,85,1,1,n11
113,Emma,White,38,0.15,0.15,a,a,85,85,1,1,n11
113,Jamal,Black,38,0.15,0.15,a,a,85,85,1,1,n11
113,Wei,Asian,38,0.15,0.15,a,a,85,85,1,1,n11
114,Carlos,Hispanic,38,0.15,0.05,a,a,85,95,1,1,n11
114,Emma,White,38,0.15,0.05,a,a,85,95,1,1,n11
114,Jamal,Black,38,0.15,0.05,a,a,85,95,1,1,n11
114,Wei,Asian,38,0.35,0.05,a,a,65,95,1,1,n11
115,Carlos,Hispanic,38,0.15,0.03,a,a,85,97,1,1,n11
115,Emma,White,38,0.15,0.03,a,a,85,97,1,1,n11
115,Jamal,Black,38,0.15,0.03,a,a,85,97,1,1,n11
115,Wei,Asian,38,0.15,0.03,a,a,85,97,1,1,n11
116,Carlos,Hispanic,38,0.15,0.05,a,a,85,95,1,1,n11
116,Emma,White,38,0.15,0.05,a,a,85,95,1,1,n11
116,Jamal,Black,38,0.15,0.05,a,a,85,95,1,1,n11
116,Wei,Asian,38,0.15,0.05,a,a,85,95,1,1,n11
117,Carlos,Hispanic,38,0.05,0.03,a,a,95,97,1,1,n11
117,Emma,White,38,0.15,0.03,a,a,85,97,1,1,n11
117,Jamal,Black,38,0.05,0.03,a,a,95,97,1,1,n11
117,Wei,Asian,38,0.05,0.03,a,a,95,97,1,1,n11
118,Carlos,Hispanic,38,0.15,0.05,a,a,85,95,1,1,n11
118,Emma,White,38,0.15,0.05,a,a,85,95,1,1,n11
118,Jamal,Black,38,0.15,0.05,a,a,85,95,1,1,n11
118,Wei,Asian,38,0.15,0.05,a,a,85,95,1,1,n11
119,Carlos,Hispanic,38,0.15,0.03,a,a,85,97,1,1,n11
119,Emma,White,38,0.15,0.03,a,a,85,97,1,1,n11
119,Jamal,Black,38,0.15,0.03,a,a,85,97,1,1,n11
119,Wei,Asian,38,0.15,0.03,a,a,85,97,1,1,n11
120,Carlos,Hispanic,38,0.15,0.05,a,a,85,95,1,1,n11
120,Emma,White,38,0.15,0.05,a,a,85,95,1,1,n11
120,Jamal,Black,38,0.15,0.05,a,a,85,95,1,1,n11
120,Wei,Asian,38,0.15,0.05,a,a,85,95,1,1,n11
121,Carlos,Hispanic,38,0.05,0.05,a,a,95,95,1,1,n11
121,Emma,White,38,0.15,0.05,a,a,85,95,1,1,n11
121,Jamal,Black,38,0.05,0.05,a,a,95,95,1,1,n11
121,Wei,Asian,38,0.15,0.05,a,a,85,95,1,1,n11
122,Carlos,Hispanic,38,0.15,0.05,a,a,85,95,1,1,n11
122,Emma,White,38,0.15,0.05,a,a,85,95,1,1,n11
122,Jamal,Black,38,0.15,0.05,a,a,85,95,1,1,n11
122,Wei,Asian,38,0.15,0.05,a,a,85,95,1,1,n11
123,Carlos,Hispanic,38,0.15,0.05,a,a,85,95,1,1,n11
123,Emma,White,38,0.15,0.05,a,a,85,95,1,1,n11
123,Jamal,Black,38,0.15,0.05,a,a,85,95,1,1,n11
123,Wei,Asian,38,0.15,0.05,a,a,85,95,1,1,n11
124,Carlos,Hispanic,38,0.15,0.03,a,a,85,97,1,1,n11
124,Emma,White,38,0.15,0.05,a,a,85,95,1,1,n11
124,Jamal,Black,38,0.15,0.03,a,a,85,97,1,1,n11
124,Wei,Asian,38,0.15,0.03,a,a,85,97,1,1,n11
125,Carlos,Hispanic,38,0.15,0.01,a,a,85,99,1,1,n11
125,Emma,White,38,0.15,0.01,a,a,85,99,1,1,n11
125,Jamal,Black,38,0.15,0.01,a,a,85,99,1,1,n11
125,Wei,Asian,38,0.15,0.01,a,a,85,99,1,1,n11
126,Carlos,Hispanic,38,0.15,0.05,a,a,85,95,1,1,n11
126,Emma,White,38,0.25,0.05,a,a,75,95,1,1,n11
126,Jamal,Black,38,0.15,0.05,a,a,85,95,1,1,n11
126,Wei,Asian,38,0.15,0.05,a,a,85,95,1,1,n11
127,Carlos,Hispanic,38,0.15,0.01,a,a,85,99,1,1,n11
127,Emma,White,38,0.15,0.01,a,a,85,99,1,1,n11
127,Jamal,Black,38,0.15,0.02,a,a,85,98,1,1,n11
127,Wei,Asian,38,0.15,0.02,a,a,85,98,1,1,n11
128,Carlos,Hispanic,38,0.15,0.05,a,a,85,95,1,1,n11
128,Emma,White,38,0.15,0.05,a,a,85,95,1,1,n11
128,Jamal,Black,38,0.15,0.05,a,a,85,95,1,1,n11
128,Wei,Asian,38,0.15,0.05,a,a,85,95,1,1,n11
129,Carlos,Hispanic,38,0.15,0.03,a,a,85,97,1,1,n11
129,Emma,White,38,0.15,0.03,a,a,85,97,1,1,n11
129,Jamal,Black,38,0.15,0.03,a,a,85,97,1,1,n11
129,Wei,Asian,38,0.15,0.03,a,a,85,97,1,1,n11
