Rule Text,JSON Mapping,qwen3.5-397b-a17b_responses,qwen3.5-397b-a17b_categories,qwen3.5-397b-a17b_card_orders,glm-4.7-flash_responses,glm-4.7-flash_categories,glm-4.7-flash_card_orders,qwen3-next-80b-a3b-instruct_responses,qwen3-next-80b-a3b-instruct_categories,qwen3-next-80b-a3b-instruct_card_orders,gemma-3-27b-it_responses,gemma-3-27b-it_categories,gemma-3-27b-it_card_orders,deepseek-v3.2_responses,deepseek-v3.2_categories,deepseek-v3.2_card_orders,gemma-3-12b-it_responses,gemma-3-12b-it_categories,gemma-3-12b-it_card_orders
"If the figure is outlined, then the number is 15.","{'outlined': 'P', 'filled': 'not_P', '15': 'Q', '11': 'not_Q'}","[['outlined', '11'], ['outlined', '11'], ['outlined', '11'], ['outlined', '11'], ['outlined', '11']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['15', 'outlined', '11', 'filled'], ['filled', 'outlined', '11', '15'], ['outlined', 'filled', '11', '15'], ['11', 'outlined', '15', 'filled'], ['15', 'filled', 'outlined', '11']]","[['outlined'], ['outlined', '11'], ['outlined', '11'], ['outlined'], ['card2', 'card3']]","['CONFIRMATION_BIAS', 'CORRECT', 'CORRECT', 'CONFIRMATION_BIAS', 'NOISE']","[['15', 'outlined', '11', 'filled'], ['filled', 'outlined', '11', '15'], ['outlined', 'filled', '11', '15'], ['11', 'outlined', '15', 'filled'], ['15', 'filled', 'outlined', '11']]","[['outlined', '11'], ['outlined', '11'], ['outlined', '11'], ['outlined', '11'], ['outlined', '11']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['15', 'outlined', '11', 'filled'], ['filled', 'outlined', '11', '15'], ['outlined', 'filled', '11', '15'], ['11', 'outlined', '15', 'filled'], ['15', 'filled', 'outlined', '11']]","[['outlined', '15'], ['outlined', '11'], ['outlined', '11'], ['outlined', '15'], ['outlined', '11']]","['MATCHING_BIAS', 'CORRECT', 'CORRECT', 'MATCHING_BIAS', 'CORRECT']","[['15', 'outlined', '11', 'filled'], ['filled', 'outlined', '11', '15'], ['outlined', 'filled', '11', '15'], ['11', 'outlined', '15', 'filled'], ['15', 'filled', 'outlined', '11']]","[['outlined', '11'], ['outlined', '11'], ['outlined', '11'], ['11', 'outlined'], ['outlined', '11']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['15', 'outlined', '11', 'filled'], ['filled', 'outlined', '11', '15'], ['outlined', 'filled', '11', '15'], ['11', 'outlined', '15', 'filled'], ['15', 'filled', 'outlined', '11']]","[['15', 'outlined'], ['outlined', '15'], ['outlined', '15'], ['outlined', '11'], ['outlined', '11']]","['MATCHING_BIAS', 'MATCHING_BIAS', 'MATCHING_BIAS', 'CORRECT', 'CORRECT']","[['15', 'outlined', '11', 'filled'], ['filled', 'outlined', '11', '15'], ['outlined', 'filled', '11', '15'], ['11', 'outlined', '15', 'filled'], ['15', 'filled', 'outlined', '11']]"
"If the letter is R, then the color is violet.","{'R': 'P', 'S': 'not_P', 'violet': 'Q', 'teal': 'not_Q'}","[['R', 'teal'], ['R', 'teal'], ['R', 'teal'], ['teal', 'R'], ['R', 'teal']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['teal', 'R', 'S', 'violet'], ['S', 'R', 'teal', 'violet'], ['violet', 'R', 'teal', 'S'], ['violet', 'S', 'teal', 'R'], ['S', 'violet', 'teal', 'R']]","[['R'], ['R', 'teal'], ['R'], ['R'], ['R']]","['CONFIRMATION_BIAS', 'CORRECT', 'CONFIRMATION_BIAS', 'CONFIRMATION_BIAS', 'CONFIRMATION_BIAS']","[['teal', 'R', 'S', 'violet'], ['S', 'R', 'teal', 'violet'], ['violet', 'R', 'teal', 'S'], ['violet', 'S', 'teal', 'R'], ['S', 'violet', 'teal', 'R']]","[['teal', 'R'], ['R', 'teal'], ['R', 'teal'], ['teal', 'R'], ['R', 'teal']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['teal', 'R', 'S', 'violet'], ['S', 'R', 'teal', 'violet'], ['violet', 'R', 'teal', 'S'], ['violet', 'S', 'teal', 'R'], ['S', 'violet', 'teal', 'R']]","[['R', 'violet'], ['R'], ['R', 'violet'], ['violet', 'R', 'teal'], ['R', 'teal']]","['MATCHING_BIAS', 'CONFIRMATION_BIAS', 'MATCHING_BIAS', 'OVER_SELECTION', 'CORRECT']","[['teal', 'R', 'S', 'violet'], ['S', 'R', 'teal', 'violet'], ['violet', 'R', 'teal', 'S'], ['violet', 'S', 'teal', 'R'], ['S', 'violet', 'teal', 'R']]","[['teal', 'R'], ['R', 'teal'], ['R', 'teal'], ['teal', 'R'], ['teal', 'R']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['teal', 'R', 'S', 'violet'], ['S', 'R', 'teal', 'violet'], ['violet', 'R', 'teal', 'S'], ['violet', 'S', 'teal', 'R'], ['S', 'violet', 'teal', 'R']]","[['R', 'violet'], ['R'], ['R'], ['R', 'violet'], ['R']]","['MATCHING_BIAS', 'CONFIRMATION_BIAS', 'CONFIRMATION_BIAS', 'MATCHING_BIAS', 'CONFIRMATION_BIAS']","[['teal', 'R', 'S', 'violet'], ['S', 'R', 'teal', 'violet'], ['violet', 'R', 'teal', 'S'], ['violet', 'S', 'teal', 'R'], ['S', 'violet', 'teal', 'R']]"
"If the card has a wavy border, then the digit is 7.","{'wavy': 'P', 'straight': 'not_P', '7': 'Q', '4': 'not_Q'}","[['wavy', '4'], ['4', 'wavy'], ['wavy', '4'], ['wavy', '4'], ['wavy', '4']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['7', 'wavy', 'straight', '4'], ['4', '7', 'straight', 'wavy'], ['wavy', '7', '4', 'straight'], ['straight', '7', '4', 'wavy'], ['wavy', '7', 'straight', '4']]","[['wavy', '4'], ['wavy'], ['wavy', '4'], ['4', 'wavy'], ['wavy', '4']]","['CORRECT', 'CONFIRMATION_BIAS', 'CORRECT', 'CORRECT', 'CORRECT']","[['7', 'wavy', 'straight', '4'], ['4', '7', 'straight', 'wavy'], ['wavy', '7', '4', 'straight'], ['straight', '7', '4', 'wavy'], ['wavy', '7', 'straight', '4']]","[['wavy', '4'], ['4', 'wavy'], ['wavy', '4'], ['4', 'wavy'], ['wavy', '4']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['7', 'wavy', 'straight', '4'], ['4', '7', 'straight', 'wavy'], ['wavy', '7', '4', 'straight'], ['straight', '7', '4', 'wavy'], ['wavy', '7', 'straight', '4']]","[['wavy', '7'], ['4', 'wavy'], ['wavy', '7'], ['wavy', '7', '4'], ['wavy', '4']]","['MATCHING_BIAS', 'CORRECT', 'MATCHING_BIAS', 'OVER_SELECTION', 'CORRECT']","[['7', 'wavy', 'straight', '4'], ['4', '7', 'straight', 'wavy'], ['wavy', '7', '4', 'straight'], ['straight', '7', '4', 'wavy'], ['wavy', '7', 'straight', '4']]","[['wavy', '4'], ['4', 'wavy'], ['wavy', '4'], ['card3', 'card4'], ['wavy', '4']]","['CORRECT', 'CORRECT', 'CORRECT', 'NOISE', 'CORRECT']","[['7', 'wavy', 'straight', '4'], ['4', '7', 'straight', 'wavy'], ['wavy', '7', '4', 'straight'], ['straight', '7', '4', 'wavy'], ['wavy', '7', 'straight', '4']]","[['wavy', '4'], ['wavy'], ['wavy'], ['4', 'wavy'], ['wavy']]","['CORRECT', 'CONFIRMATION_BIAS', 'CONFIRMATION_BIAS', 'CORRECT', 'CONFIRMATION_BIAS']","[['7', 'wavy', 'straight', '4'], ['4', '7', 'straight', 'wavy'], ['wavy', '7', '4', 'straight'], ['straight', '7', '4', 'wavy'], ['wavy', '7', 'straight', '4']]"
"If the number is 16, then the shape is parallelogram.","{'16': 'P', '11': 'not_P', 'parallelogram': 'Q', 'trapezoid': 'not_Q'}","[['16', 'trapezoid'], ['trapezoid', '16'], ['trapezoid', '16'], ['16', 'trapezoid'], ['trapezoid', '16']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['parallelogram', 'trapezoid', '16', '11'], ['trapezoid', 'parallelogram', '16', '11'], ['trapezoid', '16', 'parallelogram', '11'], ['16', 'trapezoid', '11', 'parallelogram'], ['parallelogram', 'trapezoid', '11', '16']]","[['16'], ['16'], ['16', 'parallelogram'], ['16'], ['16', 'parallelogram']]","['CONFIRMATION_BIAS', 'CONFIRMATION_BIAS', 'MATCHING_BIAS', 'CONFIRMATION_BIAS', 'MATCHING_BIAS']","[['parallelogram', 'trapezoid', '16', '11'], ['trapezoid', 'parallelogram', '16', '11'], ['trapezoid', '16', 'parallelogram', '11'], ['16', 'trapezoid', '11', 'parallelogram'], ['parallelogram', 'trapezoid', '11', '16']]","[['16', 'trapezoid'], ['trapezoid', '16'], ['16', 'trapezoid'], ['16', 'trapezoid'], ['trapezoid', '16']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['parallelogram', 'trapezoid', '16', '11'], ['trapezoid', 'parallelogram', '16', '11'], ['trapezoid', '16', 'parallelogram', '11'], ['16', 'trapezoid', '11', 'parallelogram'], ['parallelogram', 'trapezoid', '11', '16']]","[['16', 'trapezoid'], ['16', 'parallelogram'], ['16', 'parallelogram'], ['16', 'trapezoid'], ['parallelogram', '16']]","['CORRECT', 'MATCHING_BIAS', 'MATCHING_BIAS', 'CORRECT', 'MATCHING_BIAS']","[['parallelogram', 'trapezoid', '16', '11'], ['trapezoid', 'parallelogram', '16', '11'], ['trapezoid', '16', 'parallelogram', '11'], ['16', 'trapezoid', '11', 'parallelogram'], ['parallelogram', 'trapezoid', '11', '16']]","[['trapezoid', '16'], ['trapezoid', '16'], ['16', 'trapezoid'], ['16', 'trapezoid'], ['trapezoid', '16']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['parallelogram', 'trapezoid', '16', '11'], ['trapezoid', 'parallelogram', '16', '11'], ['trapezoid', '16', 'parallelogram', '11'], ['16', 'trapezoid', '11', 'parallelogram'], ['parallelogram', 'trapezoid', '11', '16']]","[['16', 'parallelogram'], ['16', 'parallelogram'], ['16', 'parallelogram', 'trapezoid'], ['16', 'trapezoid'], ['parallelogram', 'trapezoid', '11', '16']]","['MATCHING_BIAS', 'MATCHING_BIAS', 'OVER_SELECTION', 'CORRECT', 'ALL_CARDS']","[['parallelogram', 'trapezoid', '16', '11'], ['trapezoid', 'parallelogram', '16', '11'], ['trapezoid', '16', 'parallelogram', '11'], ['16', 'trapezoid', '11', 'parallelogram'], ['parallelogram', 'trapezoid', '11', '16']]"
"If the symbol is flag, then the letter is C.","{'flag': 'P', 'anchor': 'not_P', 'C': 'Q', 'J': 'not_Q'}","[['flag', 'J'], ['J', 'flag'], ['J', 'flag'], [""*   **'J'**: To verify the antecedent is NOT 'flag' (because if""], ['flag', 'J']]","['CORRECT', 'CORRECT', 'CORRECT', 'NOISE', 'CORRECT']","[['flag', 'anchor', 'C', 'J'], ['C', 'anchor', 'J', 'flag'], ['J', 'anchor', 'flag', 'C'], ['J', 'C', 'flag', 'anchor'], ['C', 'anchor', 'flag', 'J']]","[['flag', 'J'], ['flag'], ['flag'], ['flag'], ['flag', 'J']]","['CORRECT', 'CONFIRMATION_BIAS', 'CONFIRMATION_BIAS', 'CONFIRMATION_BIAS', 'CORRECT']","[['flag', 'anchor', 'C', 'J'], ['C', 'anchor', 'J', 'flag'], ['J', 'anchor', 'flag', 'C'], ['J', 'C', 'flag', 'anchor'], ['C', 'anchor', 'flag', 'J']]","[['flag', 'J'], ['J', 'flag'], ['flag', 'J'], ['flag', 'J'], ['flag', 'J']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['flag', 'anchor', 'C', 'J'], ['C', 'anchor', 'J', 'flag'], ['J', 'anchor', 'flag', 'C'], ['J', 'C', 'flag', 'anchor'], ['C', 'anchor', 'flag', 'J']]","[['flag', 'C'], ['flag'], ['flag', 'C'], ['flag', 'C'], ['flag', 'C']]","['MATCHING_BIAS', 'CONFIRMATION_BIAS', 'MATCHING_BIAS', 'MATCHING_BIAS', 'MATCHING_BIAS']","[['flag', 'anchor', 'C', 'J'], ['C', 'anchor', 'J', 'flag'], ['J', 'anchor', 'flag', 'C'], ['J', 'C', 'flag', 'anchor'], ['C', 'anchor', 'flag', 'J']]","[['flag', 'J'], ['J', 'flag'], ['J', 'flag'], ['J', 'flag'], ['flag', 'J']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['flag', 'anchor', 'C', 'J'], ['C', 'anchor', 'J', 'flag'], ['J', 'anchor', 'flag', 'C'], ['J', 'C', 'flag', 'anchor'], ['C', 'anchor', 'flag', 'J']]","[['flag', 'C'], ['flag', 'C'], ['flag', 'C'], ['flag', 'C'], ['flag']]","['MATCHING_BIAS', 'MATCHING_BIAS', 'MATCHING_BIAS', 'MATCHING_BIAS', 'CONFIRMATION_BIAS']","[['flag', 'anchor', 'C', 'J'], ['C', 'anchor', 'J', 'flag'], ['J', 'anchor', 'flag', 'C'], ['J', 'C', 'flag', 'anchor'], ['C', 'anchor', 'flag', 'J']]"
"If the pattern is checkerboard, then the number is 64.","{'checkerboard': 'P', 'striped': 'not_P', '64': 'Q', '32': 'not_Q'}","[['checkerboard', '32'], ['32', 'checkerboard'], ['32', 'checkerboard'], ['32', 'checkerboard'], ['checkerboard', '32']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['striped', '32', 'checkerboard', '64'], ['striped', '64', '32', 'checkerboard'], ['32', 'striped', '64', 'checkerboard'], ['32', 'striped', 'checkerboard', '64'], ['striped', 'checkerboard', '64', '32']]","[['32', 'checkerboard'], ['checkerboard', '32'], ['checkerboard'], ['32', 'checkerboard', '64'], ['checkerboard']]","['CORRECT', 'CORRECT', 'CONFIRMATION_BIAS', 'OVER_SELECTION', 'CONFIRMATION_BIAS']","[['striped', '32', 'checkerboard', '64'], ['striped', '64', '32', 'checkerboard'], ['32', 'striped', '64', 'checkerboard'], ['32', 'striped', 'checkerboard', '64'], ['striped', 'checkerboard', '64', '32']]","[['checkerboard', '32'], ['32', 'checkerboard'], ['32', 'checkerboard'], ['32', 'checkerboard'], ['checkerboard', '32']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['striped', '32', 'checkerboard', '64'], ['striped', '64', '32', 'checkerboard'], ['32', 'striped', '64', 'checkerboard'], ['32', 'striped', 'checkerboard', '64'], ['striped', 'checkerboard', '64', '32']]","[['checkerboard', '64'], ['checkerboard', '32'], ['32', 'checkerboard'], ['checkerboard', '32'], ['checkerboard', '64', '32']]","['MATCHING_BIAS', 'CORRECT', 'CORRECT', 'CORRECT', 'OVER_SELECTION']","[['striped', '32', 'checkerboard', '64'], ['striped', '64', '32', 'checkerboard'], ['32', 'striped', '64', 'checkerboard'], ['32', 'striped', 'checkerboard', '64'], ['striped', 'checkerboard', '64', '32']]","[['32', 'checkerboard'], ['checkerboard', '32'], ['32', 'checkerboard'], ['32', 'checkerboard'], ['checkerboard', '32']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['striped', '32', 'checkerboard', '64'], ['striped', '64', '32', 'checkerboard'], ['32', 'striped', '64', 'checkerboard'], ['32', 'striped', 'checkerboard', '64'], ['striped', 'checkerboard', '64', '32']]","[['checkerboard', '64'], ['checkerboard'], ['checkerboard', '64'], ['checkerboard', '64'], ['checkerboard', '64']]","['MATCHING_BIAS', 'CONFIRMATION_BIAS', 'MATCHING_BIAS', 'MATCHING_BIAS', 'MATCHING_BIAS']","[['striped', '32', 'checkerboard', '64'], ['striped', '64', '32', 'checkerboard'], ['32', 'striped', '64', 'checkerboard'], ['32', 'striped', 'checkerboard', '64'], ['striped', 'checkerboard', '64', '32']]"
"If the shape is spiral, then the color is maroon.","{'spiral': 'P', 'zigzag': 'not_P', 'maroon': 'Q', 'lime': 'not_Q'}","[['spiral', 'lime'], ['lime', 'spiral'], ['spiral', 'lime'], ['spiral', 'lime'], ['lime', 'spiral']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['zigzag', 'lime', 'spiral', 'maroon'], ['lime', 'zigzag', 'maroon', 'spiral'], ['maroon', 'spiral', 'lime', 'zigzag'], ['spiral', 'zigzag', 'maroon', 'lime'], ['zigzag', 'maroon', 'lime', 'spiral']]","[['spiral'], ['spiral'], ['spiral'], ['spiral'], ['lime', 'spiral']]","['CONFIRMATION_BIAS', 'CONFIRMATION_BIAS', 'CONFIRMATION_BIAS', 'CONFIRMATION_BIAS', 'CORRECT']","[['zigzag', 'lime', 'spiral', 'maroon'], ['lime', 'zigzag', 'maroon', 'spiral'], ['maroon', 'spiral', 'lime', 'zigzag'], ['spiral', 'zigzag', 'maroon', 'lime'], ['zigzag', 'maroon', 'lime', 'spiral']]","[['spiral', 'lime'], ['Wait — this is the classic Wason selection'], ['spiral', 'lime'], ['spiral', 'lime'], ['spiral', 'lime']]","['CORRECT', 'NOISE', 'CORRECT', 'CORRECT', 'CORRECT']","[['zigzag', 'lime', 'spiral', 'maroon'], ['lime', 'zigzag', 'maroon', 'spiral'], ['maroon', 'spiral', 'lime', 'zigzag'], ['spiral', 'zigzag', 'maroon', 'lime'], ['zigzag', 'maroon', 'lime', 'spiral']]","[['spiral', 'lime'], ['spiral', 'maroon'], ['spiral', 'lime'], ['spiral', 'lime'], ['spiral', 'maroon']]","['CORRECT', 'MATCHING_BIAS', 'CORRECT', 'CORRECT', 'MATCHING_BIAS']","[['zigzag', 'lime', 'spiral', 'maroon'], ['lime', 'zigzag', 'maroon', 'spiral'], ['maroon', 'spiral', 'lime', 'zigzag'], ['spiral', 'zigzag', 'maroon', 'lime'], ['zigzag', 'maroon', 'lime', 'spiral']]","[['spiral', 'lime'], ['lime', 'spiral'], ['spiral', 'lime'], ['spiral', 'lime'], ['lime', 'spiral']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['zigzag', 'lime', 'spiral', 'maroon'], ['lime', 'zigzag', 'maroon', 'spiral'], ['maroon', 'spiral', 'lime', 'zigzag'], ['spiral', 'zigzag', 'maroon', 'lime'], ['zigzag', 'maroon', 'lime', 'spiral']]","[['spiral'], ['spiral'], ['spiral', 'lime', 'zigzag'], ['spiral', 'lime'], ['lime', 'spiral']]","['CONFIRMATION_BIAS', 'CONFIRMATION_BIAS', 'LOGIC_ERROR', 'CORRECT', 'CORRECT']","[['zigzag', 'lime', 'spiral', 'maroon'], ['lime', 'zigzag', 'maroon', 'spiral'], ['maroon', 'spiral', 'lime', 'zigzag'], ['spiral', 'zigzag', 'maroon', 'lime'], ['zigzag', 'maroon', 'lime', 'spiral']]"
"If the card has a star, then the number is 5.","{'star': 'P', 'moon': 'not_P', '5': 'Q', '8': 'not_Q'}","[['8', 'star'], ['star', '8'], ['star', '8'], ['star', '8'], ['star', '8']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['8', '5', 'moon', 'star'], ['moon', '8', 'star', '5'], ['moon', 'star', '8', '5'], ['star', 'moon', '8', '5'], ['5', 'star', '8', 'moon']]","[['star'], ['star'], ['star'], ['star', '5'], ['star']]","['CONFIRMATION_BIAS', 'CONFIRMATION_BIAS', 'CONFIRMATION_BIAS', 'MATCHING_BIAS', 'CONFIRMATION_BIAS']","[['8', '5', 'moon', 'star'], ['moon', '8', 'star', '5'], ['moon', 'star', '8', '5'], ['star', 'moon', '8', '5'], ['5', 'star', '8', 'moon']]","[['star', '8'], ['star', '8'], ['star', '8'], ['star', '8'], ['The rule applies']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'NOISE']","[['8', '5', 'moon', 'star'], ['moon', '8', 'star', '5'], ['moon', 'star', '8', '5'], ['star', 'moon', '8', '5'], ['5', 'star', '8', 'moon']]","[['8', 'star'], ['star', '8'], ['star', '8'], ['star', '8'], ['star', '5']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'MATCHING_BIAS']","[['8', '5', 'moon', 'star'], ['moon', '8', 'star', '5'], ['moon', 'star', '8', '5'], ['star', 'moon', '8', '5'], ['5', 'star', '8', 'moon']]","[['8', 'star'], ['8', 'star'], ['star', '8'], ['star', '8'], ['star', '8']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['8', '5', 'moon', 'star'], ['moon', '8', 'star', '5'], ['moon', 'star', '8', '5'], ['star', 'moon', '8', '5'], ['5', 'star', '8', 'moon']]","[['8', 'moon'], ['star', '5'], ['star', '5'], ['star', '5'], ['star']]","['LOGIC_ERROR', 'MATCHING_BIAS', 'MATCHING_BIAS', 'MATCHING_BIAS', 'CONFIRMATION_BIAS']","[['8', '5', 'moon', 'star'], ['moon', '8', 'star', '5'], ['moon', 'star', '8', '5'], ['star', 'moon', '8', '5'], ['5', 'star', '8', 'moon']]"
"If the digit is 2, then the letter is J.","{'2': 'P', '7': 'not_P', 'J': 'Q', 'X': 'not_Q'}","[['2', 'X'], ['2', 'X'], ['2', 'X'], ['2', 'X'], ['X', '2']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['2', 'X', '7', 'J'], ['7', 'J', '2', 'X'], ['7', 'J', 'X', '2'], ['2', 'X', 'J', '7'], ['X', '7', 'J', '2']]","[['2'], ['2'], ['2'], ['2', 'X'], ['J', '2']]","['CONFIRMATION_BIAS', 'CONFIRMATION_BIAS', 'CONFIRMATION_BIAS', 'CORRECT', 'MATCHING_BIAS']","[['2', 'X', '7', 'J'], ['7', 'J', '2', 'X'], ['7', 'J', 'X', '2'], ['2', 'X', 'J', '7'], ['X', '7', 'J', '2']]","[[""Card 'J': hidden side could be""], ['2', 'X'], ['2', 'X'], ['So we must also check any card that **could** have digit 2'], ['Similarly', ""'J'""]]","['NOISE', 'CORRECT', 'CORRECT', 'NOISE', 'NOISE']","[['2', 'X', '7', 'J'], ['7', 'J', '2', 'X'], ['7', 'J', 'X', '2'], ['2', 'X', 'J', '7'], ['X', '7', 'J', '2']]","[['2', 'J'], ['2', 'X'], ['2', 'X'], ['2', 'J'], ['2', 'J']]","['MATCHING_BIAS', 'CORRECT', 'CORRECT', 'MATCHING_BIAS', 'MATCHING_BIAS']","[['2', 'X', '7', 'J'], ['7', 'J', '2', 'X'], ['7', 'J', 'X', '2'], ['2', 'X', 'J', '7'], ['X', '7', 'J', '2']]","[['2', 'X'], ['2', 'X'], ['2', 'X'], ['2', 'X', '7'], ['X', '2']]","['CORRECT', 'CORRECT', 'CORRECT', 'LOGIC_ERROR', 'CORRECT']","[['2', 'X', '7', 'J'], ['7', 'J', '2', 'X'], ['7', 'J', 'X', '2'], ['2', 'X', 'J', '7'], ['X', '7', 'J', '2']]","[['2', 'J'], ['2'], ['2'], ['2'], ['2']]","['MATCHING_BIAS', 'CONFIRMATION_BIAS', 'CONFIRMATION_BIAS', 'CONFIRMATION_BIAS', 'CONFIRMATION_BIAS']","[['2', 'X', '7', 'J'], ['7', 'J', '2', 'X'], ['7', 'J', 'X', '2'], ['2', 'X', 'J', '7'], ['X', '7', 'J', '2']]"
"If the figure is transparent, then the border is double.","{'transparent': 'P', 'opaque': 'not_P', 'double': 'Q', 'single': 'not_Q'}","[['single', 'transparent'], ['transparent', 'single'], ['transparent', 'single'], ['transparent', 'single'], ['transparent', 'single']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['single', 'opaque', 'double', 'transparent'], ['transparent', 'double', 'single', 'opaque'], ['opaque', 'double', 'transparent', 'single'], ['double', 'transparent', 'single', 'opaque'], ['double', 'single', 'opaque', 'transparent']]","[['transparent'], ['transparent'], ['transparent'], ['transparent'], ['single', 'transparent']]","['CONFIRMATION_BIAS', 'CONFIRMATION_BIAS', 'CONFIRMATION_BIAS', 'CONFIRMATION_BIAS', 'CORRECT']","[['single', 'opaque', 'double', 'transparent'], ['transparent', 'double', 'single', 'opaque'], ['opaque', 'double', 'transparent', 'single'], ['double', 'transparent', 'single', 'opaque'], ['double', 'single', 'opaque', 'transparent']]","[['transparent', 'single'], ['transparent', 'single'], ['transparent', 'single'], ['transparent', 'single'], ['transparent', 'single']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['single', 'opaque', 'double', 'transparent'], ['transparent', 'double', 'single', 'opaque'], ['opaque', 'double', 'transparent', 'single'], ['double', 'transparent', 'single', 'opaque'], ['double', 'single', 'opaque', 'transparent']]","[['single', 'transparent'], ['transparent', 'single'], ['transparent', 'double', 'single'], ['transparent', 'single'], ['transparent', 'single']]","['CORRECT', 'CORRECT', 'OVER_SELECTION', 'CORRECT', 'CORRECT']","[['single', 'opaque', 'double', 'transparent'], ['transparent', 'double', 'single', 'opaque'], ['opaque', 'double', 'transparent', 'single'], ['double', 'transparent', 'single', 'opaque'], ['double', 'single', 'opaque', 'transparent']]","[['single', 'transparent'], ['transparent', 'single'], ['transparent', 'single'], ['transparent', 'single'], ['single', 'transparent']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['single', 'opaque', 'double', 'transparent'], ['transparent', 'double', 'single', 'opaque'], ['opaque', 'double', 'transparent', 'single'], ['double', 'transparent', 'single', 'opaque'], ['double', 'single', 'opaque', 'transparent']]","[['transparent'], ['transparent', 'single'], ['transparent', 'single'], ['transparent', 'single'], ['single', 'transparent']]","['CONFIRMATION_BIAS', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['single', 'opaque', 'double', 'transparent'], ['transparent', 'double', 'single', 'opaque'], ['opaque', 'double', 'transparent', 'single'], ['double', 'transparent', 'single', 'opaque'], ['double', 'single', 'opaque', 'transparent']]"
