ID,Rule Text,JSON Mapping,prompt,llama-3.2-3b-instruct_response,llama-3.2-3b-instruct_category,qwen3-30b-a3b-instruct-2507_response,qwen3-30b-a3b-instruct-2507_category,gpt-5.2_response,gpt-5.2_category,claude-sonnet-4.5_response,claude-sonnet-4.5_category,qwen3-30b-a3b_response,qwen3-30b-a3b_category,qwen3-8b-reasoning_response,qwen3-8b-reasoning_category,qwen3.5-397b-a17b_responses,qwen3.5-397b-a17b_categories,qwen3.5-397b-a17b_card_orders,qwen3-next-80b-a3b-instruct_responses,qwen3-next-80b-a3b-instruct_categories,qwen3-next-80b-a3b-instruct_card_orders,gemma-3-27b-it_responses,gemma-3-27b-it_categories,gemma-3-27b-it_card_orders,glm-4.7-flash_responses,glm-4.7-flash_categories,glm-4.7-flash_card_orders,gemma-3-12b-it_responses,gemma-3-12b-it_categories,gemma-3-12b-it_card_orders,deepseek-v3.2_responses,deepseek-v3.2_categories,deepseek-v3.2_card_orders
T21,"If the number is Less than 5, then the letter is A.","{'2': 'P', '8': 'not_P', 'A': 'Q', 'B': 'not_Q'}","Rule: ""If the number is Less than 5, then the letter is A.""
Cards: ['2', '8', 'A', 'B']

Which cards must you turn over?
Your answer:","['2', '8']",LOGIC_ERROR,"['2', 'A']",MATCHING_BIAS,"['2', 'B']",CORRECT,"['2', 'B']",CORRECT,"['2', 'B']",CORRECT,"['2', 'B']",CORRECT,"[['B', '2'], ['8', 'B'], ['2', 'B'], ['A', '2'], ['8', 'B']]","['CORRECT', 'LOGIC_ERROR', 'CORRECT', 'MATCHING_BIAS', 'LOGIC_ERROR']","[['B', 'A', '8', '2'], ['A', '8', 'B', '2'], ['8', '2', 'A', 'B'], ['A', 'B', '8', '2'], ['8', 'A', '2', 'B']]","[['B', '2'], ['A', '8', '2'], [""'2'"", ""'B'""], ['B', '2'], [""'8'"", ""'2'"", ""'B'""]]","['CORRECT', 'LOGIC_ERROR', 'NOISE', 'CORRECT', 'NOISE']","[['B', 'A', '8', '2'], ['A', '8', 'B', '2'], ['8', '2', 'A', 'B'], ['A', 'B', '8', '2'], ['8', 'A', '2', 'B']]","[['or B', '2'], ['A', '8'], ['8', '2'], ['A', '8', '2'], ['8', '2']]","['CONFIRMATION_BIAS', 'LOGIC_ERROR', 'LOGIC_ERROR', 'LOGIC_ERROR', 'LOGIC_ERROR']","[['B', 'A', '8', '2'], ['A', '8', 'B', '2'], ['8', '2', 'A', 'B'], ['A', 'B', '8', '2'], ['8', 'A', '2', 'B']]","[['2', 'A'], ['2', 'A'], ['8', '2'], ['A', '2'], ['8', '2']]","['MATCHING_BIAS', 'MATCHING_BIAS', 'LOGIC_ERROR', 'MATCHING_BIAS', 'LOGIC_ERROR']","[['B', 'A', '8', '2'], ['A', '8', 'B', '2'], ['8', '2', 'A', 'B'], ['A', 'B', '8', '2'], ['8', 'A', '2', 'B']]","[['8', '2'], ['2', '8'], ['2'], ['2'], ['8', '2']]","['LOGIC_ERROR', 'LOGIC_ERROR', 'CONFIRMATION_BIAS', 'CONFIRMATION_BIAS', 'LOGIC_ERROR']","[['B', 'A', '8', '2'], ['A', '8', 'B', '2'], ['8', '2', 'A', 'B'], ['A', 'B', '8', '2'], ['8', 'A', '2', 'B']]","[['A', '2'], ['A', '2'], ['2', 'B'], ['A', '2'], ['2', 'A']]","['MATCHING_BIAS', 'MATCHING_BIAS', 'CORRECT', 'MATCHING_BIAS', 'MATCHING_BIAS']","[['B', 'A', '8', '2'], ['A', '8', 'B', '2'], ['8', '2', 'A', 'B'], ['A', 'B', '8', '2'], ['8', 'A', '2', 'B']]"
T22,"If the letter is Y, then the number is 5.","{'Y': 'P', 'H': 'not_P', '5': 'Q', '2': 'not_Q'}","Rule: ""If the letter is Y, then the number is 5.""
Cards: ['Y', 'H', '5', '2']

Which cards must you turn over?
Your answer:",['5'],NOISE,"['Y', '2']",CORRECT,"['Y', '2']",CORRECT,"['Y', '2']",CORRECT,"['Y', '2']",CORRECT,"['Y', '2']",CORRECT,"[['H', '5'], ['H', 'Y'], ['Y', '2'], ['Y', '2'], ['Y', '2']]","['LOGIC_ERROR', 'LOGIC_ERROR', 'CORRECT', 'CORRECT', 'CORRECT']","[['2', 'H', '5', 'Y'], ['2', 'H', 'Y', '5'], ['H', 'Y', '2', '5'], ['H', 'Y', '5', '2'], ['2', 'Y', '5', 'H']]","[['Y', '2'], ['Y', '2'], ['Y', '2'], ['Y', '2'], ['Y', '2']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['2', 'H', '5', 'Y'], ['2', 'H', 'Y', '5'], ['H', 'Y', '2', '5'], ['H', 'Y', '5', '2'], ['2', 'Y', '5', 'H']]","[['Y', '2'], ['Y', '2'], ['Y', '2'], ['Y', '5'], ['Y', '2']]","['CORRECT', 'CORRECT', 'CORRECT', 'MATCHING_BIAS', 'CORRECT']","[['2', 'H', '5', 'Y'], ['2', 'H', 'Y', '5'], ['H', 'Y', '2', '5'], ['H', 'Y', '5', '2'], ['2', 'Y', '5', 'H']]","[['Y'], ['H', 'Y'], ['Y'], ['Y', '5'], ['Y', '5']]","['CONFIRMATION_BIAS', 'LOGIC_ERROR', 'CONFIRMATION_BIAS', 'MATCHING_BIAS', 'MATCHING_BIAS']","[['2', 'H', '5', 'Y'], ['2', 'H', 'Y', '5'], ['H', 'Y', '2', '5'], ['H', 'Y', '5', '2'], ['2', 'Y', '5', 'H']]","[['H', '2'], ['H', '2'], ['H', '2'], ['H', 'Y', '5', '2'], ['Y', '5']]","['LOGIC_ERROR', 'LOGIC_ERROR', 'LOGIC_ERROR', 'ALL_CARDS', 'MATCHING_BIAS']","[['2', 'H', '5', 'Y'], ['2', 'H', 'Y', '5'], ['H', 'Y', '2', '5'], ['H', 'Y', '5', '2'], ['2', 'Y', '5', 'H']]","[['5', 'Y'], ['Y', '2'], ['Y', '2'], ['Y', '2'], ['Y', '5']]","['MATCHING_BIAS', 'CORRECT', 'CORRECT', 'CORRECT', 'MATCHING_BIAS']","[['2', 'H', '5', 'Y'], ['2', 'H', 'Y', '5'], ['H', 'Y', '2', '5'], ['H', 'Y', '5', '2'], ['2', 'Y', '5', 'H']]"
T23,"If the card shows a 4, then the letter is D.","{'4': 'P', '7': 'not_P', 'D': 'Q', 'F': 'not_Q'}","Rule: ""If the card shows a 4, then the letter is D.""
Cards: ['4', '7', 'D', 'F']

Which cards must you turn over?
Your answer:","['4', '7']",LOGIC_ERROR,"['4', 'D']",MATCHING_BIAS,"['4', 'F']",CORRECT,"['4', 'F']",CORRECT,"['4', 'F']",CORRECT,"['4', 'F']",CORRECT,"[['7', '4'], ['4', 'F'], ['4', 'F'], ['4', 'F'], ['4', 'F']]","['LOGIC_ERROR', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['7', 'D', 'F', '4'], ['7', '4', 'F', 'D'], ['4', 'F', 'D', '7'], ['4', 'F', '7', 'D'], ['F', '4', '7', 'D']]","[['4', 'F'], ['4', 'F'], ['4', 'F'], ['4', 'F'], ['4', 'F']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['7', 'D', 'F', '4'], ['7', '4', 'F', 'D'], ['4', 'F', 'D', '7'], ['4', 'F', '7', 'D'], ['F', '4', '7', 'D']]","[['7', 'D'], ['7', 'F'], ['4', 'F'], ['4', 'F'], ['F', '4']]","['LOGIC_ERROR', 'LOGIC_ERROR', 'CORRECT', 'CORRECT', 'CORRECT']","[['7', 'D', 'F', '4'], ['7', '4', 'F', 'D'], ['4', 'F', 'D', '7'], ['4', 'F', '7', 'D'], ['F', '4', '7', 'D']]","[['4', 'D'], ['4', 'F'], ['4', 'F'], ['4', 'D'], ['4', 'D']]","['MATCHING_BIAS', 'CORRECT', 'CORRECT', 'MATCHING_BIAS', 'MATCHING_BIAS']","[['7', 'D', 'F', '4'], ['7', '4', 'F', 'D'], ['4', 'F', 'D', '7'], ['4', 'F', '7', 'D'], ['F', '4', '7', 'D']]","[['7', 'F'], ['4', 'F', 'D'], ['4', 'F', '7'], ['4', 'F', '7'], ['4']]","['LOGIC_ERROR', 'OVER_SELECTION', 'LOGIC_ERROR', 'LOGIC_ERROR', 'CONFIRMATION_BIAS']","[['7', 'D', 'F', '4'], ['7', '4', 'F', 'D'], ['4', 'F', 'D', '7'], ['4', 'F', '7', 'D'], ['F', '4', '7', 'D']]","[['4', 'F'], ['4', 'F'], ['4', '7'], ['4', 'D'], ['4', 'D']]","['CORRECT', 'CORRECT', 'LOGIC_ERROR', 'MATCHING_BIAS', 'MATCHING_BIAS']","[['7', 'D', 'F', '4'], ['7', '4', 'F', 'D'], ['4', 'F', 'D', '7'], ['4', 'F', '7', 'D'], ['F', '4', '7', 'D']]"
T24,"If the letter is G, then the number is 20.","{'G': 'P', 'S': 'not_P', '20': 'Q', '10': 'not_Q'}","Rule: ""If the letter is G, then the number is 20.""
Cards: ['G', 'S', '20', '10']

Which cards must you turn over?
Your answer:","['G', '20']",MATCHING_BIAS,"['G', '10']",CORRECT,"['G', '10']",CORRECT,"['G', '10']",CORRECT,"['G', '10']",CORRECT,"['G', '10']",CORRECT,"[['S', 'G'], ['G', '10'], ['10', 'G'], ['G', '10'], ['G', '10']]","['LOGIC_ERROR', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['S', '10', '20', 'G'], ['G', '10', 'S', '20'], ['10', '20', 'S', 'G'], ['G', 'S', '20', '10'], ['20', 'G', 'S', '10']]","[['G', '10'], ['G', '10'], ['G', '10'], ['G', '10'], ['G', '10']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['S', '10', '20', 'G'], ['G', '10', 'S', '20'], ['10', '20', 'S', 'G'], ['G', 'S', '20', '10'], ['20', 'G', 'S', '10']]","[['S', 'G'], ['G', '10'], ['G', '10'], ['G', '20'], ['G', '20']]","['LOGIC_ERROR', 'CORRECT', 'CORRECT', 'MATCHING_BIAS', 'MATCHING_BIAS']","[['S', '10', '20', 'G'], ['G', '10', 'S', '20'], ['10', '20', 'S', 'G'], ['G', 'S', '20', '10'], ['20', 'G', 'S', '10']]","[['G', '10'], ['G', '10'], ['G', '10'], ['G', '20'], ['G']]","['CORRECT', 'CORRECT', 'CORRECT', 'MATCHING_BIAS', 'CONFIRMATION_BIAS']","[['S', '10', '20', 'G'], ['G', '10', 'S', '20'], ['10', '20', 'S', 'G'], ['G', 'S', '20', '10'], ['20', 'G', 'S', '10']]","[['G', '20'], ['G', '20'], ['G', '20'], ['G', '20'], ['G', '20']]","['MATCHING_BIAS', 'MATCHING_BIAS', 'MATCHING_BIAS', 'MATCHING_BIAS', 'MATCHING_BIAS']","[['S', '10', '20', 'G'], ['G', '10', 'S', '20'], ['10', '20', 'S', 'G'], ['G', 'S', '20', '10'], ['20', 'G', 'S', '10']]","[['G', '10'], ['G', '20'], ['20', 'G'], ['G', '10'], ['20', 'G']]","['CORRECT', 'MATCHING_BIAS', 'MATCHING_BIAS', 'CORRECT', 'MATCHING_BIAS']","[['S', '10', '20', 'G'], ['G', '10', 'S', '20'], ['10', '20', 'S', 'G'], ['G', 'S', '20', '10'], ['20', 'G', 'S', '10']]"
T25,"If there is an I on the card, then there is a 9 on the back.","{'I': 'P', 'K': 'not_P', '9': 'Q', '4': 'not_Q'}","Rule: ""If there is an I on the card, then there is a 9 on the back.""
Cards: ['I', 'K', '9', '4']

Which cards must you turn over?
Your answer:","['I', '9']",MATCHING_BIAS,"['I', '4']",CORRECT,"['I', '4']",CORRECT,"['I', '4']",CORRECT,['I'],CONFIRMATION_BIAS,[''],NOISE,"[['K', 'I', '4'], ['I', '4'], ['I', '4'], ['I', '4'], ['4', 'I']]","['LOGIC_ERROR', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['K', '4', 'I', '9'], ['I', '4', 'K', '9'], ['9', 'I', 'K', '4'], ['I', 'K', '9', '4'], ['9', '4', 'I', 'K']]","[['I', '4'], ['I', '4'], ['I', '4'], ['I', '4'], ['I', '4']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['K', '4', 'I', '9'], ['I', '4', 'K', '9'], ['9', 'I', 'K', '4'], ['I', 'K', '9', '4'], ['9', '4', 'I', 'K']]","[['or I', '4'], ['or I', '4'], ['9', 'I'], ['or I', 'K'], ['9', 'I']]","['SINGLE_VIOLATION', 'SINGLE_VIOLATION', 'MATCHING_BIAS', 'LOGIC_ERROR', 'MATCHING_BIAS']","[['K', '4', 'I', '9'], ['I', '4', 'K', '9'], ['9', 'I', 'K', '4'], ['I', 'K', '9', '4'], ['9', '4', 'I', 'K']]","[['I', '9'], ['I', '9'], ['I', '4'], ['I', '9'], ['I', '9']]","['MATCHING_BIAS', 'MATCHING_BIAS', 'CORRECT', 'MATCHING_BIAS', 'MATCHING_BIAS']","[['K', '4', 'I', '9'], ['I', '4', 'K', '9'], ['9', 'I', 'K', '4'], ['I', 'K', '9', '4'], ['9', '4', 'I', 'K']]","[['I'], ['I', 'K'], ['I'], ['I', 'K'], ['I']]","['CONFIRMATION_BIAS', 'LOGIC_ERROR', 'CONFIRMATION_BIAS', 'LOGIC_ERROR', 'CONFIRMATION_BIAS']","[['K', '4', 'I', '9'], ['I', '4', 'K', '9'], ['9', 'I', 'K', '4'], ['I', 'K', '9', '4'], ['9', '4', 'I', 'K']]","[['I', '4'], ['I', 'K'], ['I', '4'], ['I', 'K'], ['I', '4']]","['CORRECT', 'LOGIC_ERROR', 'CORRECT', 'LOGIC_ERROR', 'CORRECT']","[['K', '4', 'I', '9'], ['I', '4', 'K', '9'], ['9', 'I', 'K', '4'], ['I', 'K', '9', '4'], ['9', '4', 'I', 'K']]"
T26,"If the number is 12, then the letter is N.","{'12': 'P', '3': 'not_P', 'N': 'Q', 'B': 'not_Q'}","Rule: ""If the number is 12, then the letter is N.""
Cards: ['12', '3', 'N', 'B']

Which cards must you turn over?
Your answer:","['12', 'N']",MATCHING_BIAS,"['12', 'N']",MATCHING_BIAS,"['12', 'B']",CORRECT,"['12', 'B']",CORRECT,"['12', 'B']",CORRECT,"['12', 'B']",CORRECT,"[['N', '12'], ['12', 'B'], ['3', '12'], ['12', 'B'], ['12', 'B']]","['MATCHING_BIAS', 'CORRECT', 'LOGIC_ERROR', 'CORRECT', 'CORRECT']","[['N', 'B', '12', '3'], ['12', 'B', 'N', '3'], ['3', 'N', 'B', '12'], ['3', '12', 'B', 'N'], ['3', '12', 'N', 'B']]","[['N', '12'], ['12', 'B'], [""'3'"", ""'12'""], [""'12'"", ""'B'""], ['12', 'B']]","['MATCHING_BIAS', 'CORRECT', 'NOISE', 'NOISE', 'CORRECT']","[['N', 'B', '12', '3'], ['12', 'B', 'N', '3'], ['3', 'N', 'B', '12'], ['3', '12', 'B', 'N'], ['3', '12', 'N', 'B']]","[['12', 'N'], ['12', 'N'], ['3', 'B'], ['3', '12'], ['3', '12']]","['MATCHING_BIAS', 'MATCHING_BIAS', 'LOGIC_ERROR', 'LOGIC_ERROR', 'LOGIC_ERROR']","[['N', 'B', '12', '3'], ['12', 'B', 'N', '3'], ['3', 'N', 'B', '12'], ['3', '12', 'B', 'N'], ['3', '12', 'N', 'B']]","[['12'], ['12', 'B'], ['3', '12'], ['12', 'B'], ['12', 'N']]","['CONFIRMATION_BIAS', 'CORRECT', 'LOGIC_ERROR', 'CORRECT', 'MATCHING_BIAS']","[['N', 'B', '12', '3'], ['12', 'B', 'N', '3'], ['3', 'N', 'B', '12'], ['3', '12', 'B', 'N'], ['3', '12', 'N', 'B']]","[['12', 'N'], ['12', 'B', 'N'], ['3', 'B'], ['3', 'B'], ['3', '12', 'N', 'B']]","['MATCHING_BIAS', 'OVER_SELECTION', 'LOGIC_ERROR', 'LOGIC_ERROR', 'ALL_CARDS']","[['N', 'B', '12', '3'], ['12', 'B', 'N', '3'], ['3', 'N', 'B', '12'], ['3', '12', 'B', 'N'], ['3', '12', 'N', 'B']]","[['12', 'B'], ['12', 'N'], ['3', '12'], ['12', 'B'], ['12', 'N']]","['CORRECT', 'MATCHING_BIAS', 'LOGIC_ERROR', 'CORRECT', 'MATCHING_BIAS']","[['N', 'B', '12', '3'], ['12', 'B', 'N', '3'], ['3', 'N', 'B', '12'], ['3', '12', 'B', 'N'], ['3', '12', 'N', 'B']]"
T27,"If the letter is F, then the number is 6.","{'F': 'P', 'E': 'not_P', '6': 'Q', '7': 'not_Q'}","Rule: ""If the letter is F, then the number is 6.""
Cards: ['F', 'E', '6', '7']

Which cards must you turn over?
Your answer:","['F', '6']",MATCHING_BIAS,"['F', '7']",CORRECT,"['F', '7']",CORRECT,"['F', '7']",CORRECT,"['F', '7']",CORRECT,"['F', '7']",CORRECT,"[['F', '7'], ['F', '7'], ['F', '7'], ['F', '7'], ['F', '7']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['7', 'E', 'F', '6'], ['F', 'E', '7', '6'], ['6', 'F', 'E', '7'], ['E', 'F', '6', '7'], ['F', 'E', '6', '7']]","[['F', '7'], ['F', '7'], ['F', '7'], ['F', '7'], ['F', '7']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['7', 'E', 'F', '6'], ['F', 'E', '7', '6'], ['6', 'F', 'E', '7'], ['E', 'F', '6', '7'], ['F', 'E', '6', '7']]","[['F', '7'], ['F', '7'], ['F', '6'], ['F', '6'], ['F', 'E']]","['CORRECT', 'CORRECT', 'MATCHING_BIAS', 'MATCHING_BIAS', 'LOGIC_ERROR']","[['7', 'E', 'F', '6'], ['F', 'E', '7', '6'], ['6', 'F', 'E', '7'], ['E', 'F', '6', '7'], ['F', 'E', '6', '7']]","[['F'], ['F', '7'], ['F'], ['F'], ['F', '6']]","['CONFIRMATION_BIAS', 'CORRECT', 'CONFIRMATION_BIAS', 'CONFIRMATION_BIAS', 'MATCHING_BIAS']","[['7', 'E', 'F', '6'], ['F', 'E', '7', '6'], ['6', 'F', 'E', '7'], ['E', 'F', '6', '7'], ['F', 'E', '6', '7']]","[['7', 'E'], ['F', '7'], ['F', '6'], ['F', '6', '7'], ['F', '6', '7']]","['LOGIC_ERROR', 'CORRECT', 'MATCHING_BIAS', 'OVER_SELECTION', 'OVER_SELECTION']","[['7', 'E', 'F', '6'], ['F', 'E', '7', '6'], ['6', 'F', 'E', '7'], ['E', 'F', '6', '7'], ['F', 'E', '6', '7']]","[['F', '7'], ['F', '7'], ['F', '7'], ['F', '7'], ['F', '7']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['7', 'E', 'F', '6'], ['F', 'E', '7', '6'], ['6', 'F', 'E', '7'], ['E', 'F', '6', '7'], ['F', 'E', '6', '7']]"
T28,"If the number is 2, then the letter is Z.","{'2': 'P', '5': 'not_P', 'Z': 'Q', 'A': 'not_Q'}","Rule: ""If the number is 2, then the letter is Z.""
Cards: ['2', '5', 'Z', 'A']

Which cards must you turn over?
Your answer:","['2', 'Z']",MATCHING_BIAS,"['2', 'Z']",MATCHING_BIAS,"['2', 'A']",CORRECT,"['2', 'A']",CORRECT,"['2', 'A']",CORRECT,"['2', 'A']",CORRECT,"[['2', 'A'], ['A', '2'], ['5', '2'], ['2', 'A'], ['2', 'A']]","['CORRECT', 'CORRECT', 'LOGIC_ERROR', 'CORRECT', 'CORRECT']","[['2', 'A', '5', 'Z'], ['A', '2', 'Z', '5'], ['Z', '5', 'A', '2'], ['2', '5', 'Z', 'A'], ['Z', '2', '5', 'A']]","[['2', 'A'], ['2', 'A'], ['Z', '2'], [""'2'"", ""'A'""], ['Z', '2']]","['CORRECT', 'CORRECT', 'MATCHING_BIAS', 'NOISE', 'MATCHING_BIAS']","[['2', 'A', '5', 'Z'], ['A', '2', 'Z', '5'], ['Z', '5', 'A', '2'], ['2', '5', 'Z', 'A'], ['Z', '2', '5', 'A']]","[['2', 'Z'], ['2', 'Z'], ['2', 'Z'], ['2', 'Z'], ['2', 'Z']]","['MATCHING_BIAS', 'MATCHING_BIAS', 'MATCHING_BIAS', 'MATCHING_BIAS', 'MATCHING_BIAS']","[['2', 'A', '5', 'Z'], ['A', '2', 'Z', '5'], ['Z', '5', 'A', '2'], ['2', '5', 'Z', 'A'], ['Z', '2', '5', 'A']]","[['2', 'Z'], ['2', 'Z'], ['2', 'Z'], ['2', 'Z'], ['2']]","['MATCHING_BIAS', 'MATCHING_BIAS', 'MATCHING_BIAS', 'MATCHING_BIAS', 'CONFIRMATION_BIAS']","[['2', 'A', '5', 'Z'], ['A', '2', 'Z', '5'], ['Z', '5', 'A', '2'], ['2', '5', 'Z', 'A'], ['Z', '2', '5', 'A']]","[['A', '5'], ['2'], ['2'], ['2', 'Z'], ['2', 'Z']]","['LOGIC_ERROR', 'CONFIRMATION_BIAS', 'CONFIRMATION_BIAS', 'MATCHING_BIAS', 'MATCHING_BIAS']","[['2', 'A', '5', 'Z'], ['A', '2', 'Z', '5'], ['Z', '5', 'A', '2'], ['2', '5', 'Z', 'A'], ['Z', '2', '5', 'A']]","[['2', 'A'], ['2', 'A'], ['Z', '2'], ['2', 'A'], ['2', 'A']]","['CORRECT', 'CORRECT', 'MATCHING_BIAS', 'CORRECT', 'CORRECT']","[['2', 'A', '5', 'Z'], ['A', '2', 'Z', '5'], ['Z', '5', 'A', '2'], ['2', '5', 'Z', 'A'], ['Z', '2', '5', 'A']]"
T29,"If the letter is W, then the number is 100.","{'W': 'P', 'V': 'not_P', '100': 'Q', '50': 'not_Q'}","Rule: ""If the letter is W, then the number is 100.""
Cards: ['W', 'V', '100', '50']

Which cards must you turn over?
Your answer:","['W', '100']",MATCHING_BIAS,"['W', '50']",CORRECT,"['W', '50']",CORRECT,"['W', '50']",CORRECT,"['W', '50']",CORRECT,"['W', '50']",CORRECT,"[['V', 'W'], ['W', '50'], ['W', '50'], ['50', 'W'], ['W', '50']]","['LOGIC_ERROR', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['V', '100', 'W', '50'], ['V', 'W', '50', '100'], ['W', 'V', '100', '50'], ['100', '50', 'W', 'V'], ['100', 'W', '50', 'V']]","[['W', '50'], ['W', '50'], ['W', '50'], ['W', '50'], ['W', '50']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['V', '100', 'W', '50'], ['V', 'W', '50', '100'], ['W', 'V', '100', '50'], ['100', '50', 'W', 'V'], ['100', 'W', '50', 'V']]","[['W', 'V'], ['W', '50'], ['W', '100'], ['W', '100'], ['100', 'W']]","['LOGIC_ERROR', 'CORRECT', 'MATCHING_BIAS', 'MATCHING_BIAS', 'MATCHING_BIAS']","[['V', '100', 'W', '50'], ['V', 'W', '50', '100'], ['W', 'V', '100', '50'], ['100', '50', 'W', 'V'], ['100', 'W', '50', 'V']]","[['W'], ['W'], ['W', '100'], ['W'], ['W']]","['CONFIRMATION_BIAS', 'CONFIRMATION_BIAS', 'MATCHING_BIAS', 'CONFIRMATION_BIAS', 'CONFIRMATION_BIAS']","[['V', '100', 'W', '50'], ['V', 'W', '50', '100'], ['W', 'V', '100', '50'], ['100', '50', 'W', 'V'], ['100', 'W', '50', 'V']]","[['W', '100'], ['V', '50'], ['W', '100'], ['W'], ['W', 'V']]","['MATCHING_BIAS', 'LOGIC_ERROR', 'MATCHING_BIAS', 'CONFIRMATION_BIAS', 'LOGIC_ERROR']","[['V', '100', 'W', '50'], ['V', 'W', '50', '100'], ['W', 'V', '100', '50'], ['100', '50', 'W', 'V'], ['100', 'W', '50', 'V']]","[['W', '50'], ['W', '50'], ['W', '100'], ['100', 'W'], ['100', 'W']]","['CORRECT', 'CORRECT', 'MATCHING_BIAS', 'MATCHING_BIAS', 'MATCHING_BIAS']","[['V', '100', 'W', '50'], ['V', 'W', '50', '100'], ['W', 'V', '100', '50'], ['100', '50', 'W', 'V'], ['100', 'W', '50', 'V']]"
T30,"If the number is Double Digit, then the letter is P.","{'14': 'P', '5': 'not_P', 'P': 'Q', 'S': 'not_Q'}","Rule: ""If the number is Double Digit, then the letter is P.""
Cards: ['14', '5', 'P', 'S']

Which cards must you turn over?
Your answer:","['14', '5']",LOGIC_ERROR,"['14', 'S']",CORRECT,"['14', 'S']",CORRECT,"['14', 'S']",CORRECT,"['14', 'S']",CORRECT,"['14', 'S']",CORRECT,"[['14', 'S'], ['5', '14'], ['14', 'S'], ['5', '14'], ['14', 'S']]","['CORRECT', 'LOGIC_ERROR', 'CORRECT', 'LOGIC_ERROR', 'CORRECT']","[['S', '14', '5', 'P'], ['5', 'S', 'P', '14'], ['5', '14', 'S', 'P'], ['P', '5', 'S', '14'], ['14', '5', 'S', 'P']]","[['14', 'S'], [""'5'"", ""'S'"", ""'14'""], ['14', 'S'], ['P', '14'], ['14', 'S']]","['CORRECT', 'NOISE', 'CORRECT', 'MATCHING_BIAS', 'CORRECT']","[['S', '14', '5', 'P'], ['5', 'S', 'P', '14'], ['5', '14', 'S', 'P'], ['P', '5', 'S', '14'], ['14', '5', 'S', 'P']]","[['14'], ['5', '14'], ['5', '14'], ['5', '14'], ['14', '5']]","['CONFIRMATION_BIAS', 'LOGIC_ERROR', 'LOGIC_ERROR', 'LOGIC_ERROR', 'LOGIC_ERROR']","[['S', '14', '5', 'P'], ['5', 'S', 'P', '14'], ['5', '14', 'S', 'P'], ['P', '5', 'S', '14'], ['14', '5', 'S', 'P']]","[['14'], ['5', '14'], ['14'], ['5', '14'], ['14', 'S']]","['CONFIRMATION_BIAS', 'LOGIC_ERROR', 'CONFIRMATION_BIAS', 'LOGIC_ERROR', 'CORRECT']","[['S', '14', '5', 'P'], ['5', 'S', 'P', '14'], ['5', '14', 'S', 'P'], ['P', '5', 'S', '14'], ['14', '5', 'S', 'P']]","[['14'], ['14'], ['14'], ['14'], ['14', 'S', 'P']]","['CONFIRMATION_BIAS', 'CONFIRMATION_BIAS', 'CONFIRMATION_BIAS', 'CONFIRMATION_BIAS', 'OVER_SELECTION']","[['S', '14', '5', 'P'], ['5', 'S', 'P', '14'], ['5', '14', 'S', 'P'], ['P', '5', 'S', '14'], ['14', '5', 'S', 'P']]","[['14', 'P'], ['5', 'P'], ['14', 'S'], ['P', '14'], ['14', 'S']]","['MATCHING_BIAS', 'LOGIC_ERROR', 'CORRECT', 'MATCHING_BIAS', 'CORRECT']","[['S', '14', '5', 'P'], ['5', 'S', 'P', '14'], ['5', '14', 'S', 'P'], ['P', '5', 'S', '14'], ['14', '5', 'S', 'P']]"
