Rule Text,JSON Mapping,qwen3.5-397b-a17b_responses,qwen3.5-397b-a17b_categories,qwen3.5-397b-a17b_card_orders,glm-4.7-flash_responses,glm-4.7-flash_categories,glm-4.7-flash_card_orders,qwen3-next-80b-a3b-instruct_responses,qwen3-next-80b-a3b-instruct_categories,qwen3-next-80b-a3b-instruct_card_orders,gemma-3-27b-it_responses,gemma-3-27b-it_categories,gemma-3-27b-it_card_orders,deepseek-v3.2_responses,deepseek-v3.2_categories,deepseek-v3.2_card_orders,gemma-3-12b-it_responses,gemma-3-12b-it_categories,gemma-3-12b-it_card_orders
"If the letter is R, then the color is violet.","{'R': 'P', 'S': 'not_P', 'violet': 'Q', 'teal': 'not_Q'}","[['R', 'teal'], ['R', 'teal'], ['R', 'teal'], ['S', 'R'], ['S', 'R']]","['CORRECT', 'CORRECT', 'CORRECT', 'LOGIC_ERROR', 'LOGIC_ERROR']","[['teal', 'R', 'S', 'violet'], ['S', 'R', 'teal', 'violet'], ['violet', 'R', 'teal', 'S'], ['violet', 'S', 'teal', 'R'], ['S', 'violet', 'teal', 'R']]","[['R'], ['R'], ['R'], ['R'], ['R']]","['CONFIRMATION_BIAS', 'CONFIRMATION_BIAS', 'CONFIRMATION_BIAS', 'CONFIRMATION_BIAS', 'CONFIRMATION_BIAS']","[['teal', 'R', 'S', 'violet'], ['S', 'R', 'teal', 'violet'], ['violet', 'R', 'teal', 'S'], ['violet', 'S', 'teal', 'R'], ['S', 'violet', 'teal', 'R']]","[['R', 'teal'], ['R', 'teal'], ['R', 'teal'], ['R', 'teal'], ['R', 'teal']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['teal', 'R', 'S', 'violet'], ['S', 'R', 'teal', 'violet'], ['violet', 'R', 'teal', 'S'], ['violet', 'S', 'teal', 'R'], ['S', 'violet', 'teal', 'R']]","[['R', 'teal'], ['S', 'R', 'teal'], ['R', 'violet'], ['R', 'S'], ['S', 'R']]","['CORRECT', 'LOGIC_ERROR', 'MATCHING_BIAS', 'LOGIC_ERROR', 'LOGIC_ERROR']","[['teal', 'R', 'S', 'violet'], ['S', 'R', 'teal', 'violet'], ['violet', 'R', 'teal', 'S'], ['violet', 'S', 'teal', 'R'], ['S', 'violet', 'teal', 'R']]","[['R', 'teal'], ['R', 'teal'], ['R', 'teal'], ['violet', 'R'], ['S', 'violet']]","['CORRECT', 'CORRECT', 'CORRECT', 'MATCHING_BIAS', 'LOGIC_ERROR']","[['teal', 'R', 'S', 'violet'], ['S', 'R', 'teal', 'violet'], ['violet', 'R', 'teal', 'S'], ['violet', 'S', 'teal', 'R'], ['S', 'violet', 'teal', 'R']]","[['R', 'violet'], ['R', 'teal', 'violet'], ['R', 'S'], ['S', 'teal'], ['R']]","['MATCHING_BIAS', 'OVER_SELECTION', 'LOGIC_ERROR', 'LOGIC_ERROR', 'CONFIRMATION_BIAS']","[['teal', 'R', 'S', 'violet'], ['S', 'R', 'teal', 'violet'], ['violet', 'R', 'teal', 'S'], ['violet', 'S', 'teal', 'R'], ['S', 'violet', 'teal', 'R']]"
"If the card has a wavy border, then the digit is 7.","{'wavy': 'P', 'straight': 'not_P', '7': 'Q', '4': 'not_Q'}","[['7', 'straight'], ['7', 'wavy'], ['wavy', '4'], ['straight', 'wavy'], ['wavy', '4']]","['LOGIC_ERROR', 'MATCHING_BIAS', 'CORRECT', 'LOGIC_ERROR', 'CORRECT']","[['7', 'wavy', 'straight', '4'], ['4', '7', 'straight', 'wavy'], ['wavy', '7', '4', 'straight'], ['straight', '7', '4', 'wavy'], ['wavy', '7', 'straight', '4']]","[['7', 'wavy'], ['4', 'straight'], ['wavy', '4'], ['7', 'wavy'], ['wavy', '4']]","['MATCHING_BIAS', 'LOGIC_ERROR', 'CORRECT', 'MATCHING_BIAS', 'CORRECT']","[['7', 'wavy', 'straight', '4'], ['4', '7', 'straight', 'wavy'], ['wavy', '7', '4', 'straight'], ['straight', '7', '4', 'wavy'], ['wavy', '7', 'straight', '4']]","[['wavy', '4'], ['wavy', '4'], ['wavy', '4'], ['wavy', '4'], ['wavy', '4']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['7', 'wavy', 'straight', '4'], ['4', '7', 'straight', 'wavy'], ['wavy', '7', '4', 'straight'], ['straight', '7', '4', 'wavy'], ['wavy', '7', 'straight', '4']]","[['7', 'wavy'], ['4', 'wavy'], ['wavy', '7'], ['straight', 'wavy'], ['wavy', '4']]","['MATCHING_BIAS', 'CORRECT', 'MATCHING_BIAS', 'LOGIC_ERROR', 'CORRECT']","[['7', 'wavy', 'straight', '4'], ['4', '7', 'straight', 'wavy'], ['wavy', '7', '4', 'straight'], ['straight', '7', '4', 'wavy'], ['wavy', '7', 'straight', '4']]","[['wavy', '4'], ['wavy', '4'], ['wavy', '4'], ['wavy', '4'], ['wavy', 'straight']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'LOGIC_ERROR']","[['7', 'wavy', 'straight', '4'], ['4', '7', 'straight', 'wavy'], ['wavy', '7', '4', 'straight'], ['straight', '7', '4', 'wavy'], ['wavy', '7', 'straight', '4']]","[['wavy', 'straight'], ['7', 'wavy'], ['wavy', '7'], ['7', 'wavy'], ['wavy', 'straight']]","['LOGIC_ERROR', 'MATCHING_BIAS', 'MATCHING_BIAS', 'MATCHING_BIAS', 'LOGIC_ERROR']","[['7', 'wavy', 'straight', '4'], ['4', '7', 'straight', 'wavy'], ['wavy', '7', '4', 'straight'], ['straight', '7', '4', 'wavy'], ['wavy', '7', 'straight', '4']]"
"If the number is 16, then the shape is parallelogram.","{'16': 'P', '11': 'not_P', 'parallelogram': 'Q', 'trapezoid': 'not_Q'}","[['16', 'trapezoid'], ['trapezoid', '16'], ['16', 'trapezoid'], ['16', 'trapezoid'], ['trapezoid', '16']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['parallelogram', 'trapezoid', '16', '11'], ['trapezoid', 'parallelogram', '16', '11'], ['trapezoid', '16', 'parallelogram', '11'], ['16', 'trapezoid', '11', 'parallelogram'], ['parallelogram', 'trapezoid', '11', '16']]","[['16', 'parallelogram'], ['16', 'trapezoid'], ['16', 'trapezoid'], ['16', 'trapezoid'], ['16']]","['MATCHING_BIAS', 'CORRECT', 'CORRECT', 'CORRECT', 'CONFIRMATION_BIAS']","[['parallelogram', 'trapezoid', '16', '11'], ['trapezoid', 'parallelogram', '16', '11'], ['trapezoid', '16', 'parallelogram', '11'], ['16', 'trapezoid', '11', 'parallelogram'], ['parallelogram', 'trapezoid', '11', '16']]","[['16', 'trapezoid'], [""'16'"", ""'trapezoid'""], [""'16'"", ""'trapezoid'""], [""'16'"", ""'trapezoid'""], ['16', 'trapezoid']]","['CORRECT', 'NOISE', 'NOISE', 'NOISE', 'CORRECT']","[['parallelogram', 'trapezoid', '16', '11'], ['trapezoid', 'parallelogram', '16', '11'], ['trapezoid', '16', 'parallelogram', '11'], ['16', 'trapezoid', '11', 'parallelogram'], ['parallelogram', 'trapezoid', '11', '16']]","[['16', 'parallelogram'], ['16', 'trapezoid'], ['16', 'trapezoid'], ['16', 'trapezoid'], ['16', 'parallelogram']]","['MATCHING_BIAS', 'CORRECT', 'CORRECT', 'CORRECT', 'MATCHING_BIAS']","[['parallelogram', 'trapezoid', '16', '11'], ['trapezoid', 'parallelogram', '16', '11'], ['trapezoid', '16', 'parallelogram', '11'], ['16', 'trapezoid', '11', 'parallelogram'], ['parallelogram', 'trapezoid', '11', '16']]","[['16', 'parallelogram'], ['16', 'trapezoid'], ['16', 'trapezoid'], ['16', 'trapezoid'], ['parallelogram', '16']]","['MATCHING_BIAS', 'CORRECT', 'CORRECT', 'CORRECT', 'MATCHING_BIAS']","[['parallelogram', 'trapezoid', '16', '11'], ['trapezoid', 'parallelogram', '16', '11'], ['trapezoid', '16', 'parallelogram', '11'], ['16', 'trapezoid', '11', 'parallelogram'], ['parallelogram', 'trapezoid', '11', '16']]","[['16', 'parallelogram'], ['16', 'trapezoid'], ['16', 'parallelogram'], ['16', 'trapezoid', 'parallelogram'], ['11', 'trapezoid']]","['MATCHING_BIAS', 'CORRECT', 'MATCHING_BIAS', 'OVER_SELECTION', 'LOGIC_ERROR']","[['parallelogram', 'trapezoid', '16', '11'], ['trapezoid', 'parallelogram', '16', '11'], ['trapezoid', '16', 'parallelogram', '11'], ['16', 'trapezoid', '11', 'parallelogram'], ['parallelogram', 'trapezoid', '11', '16']]"
"If the symbol is flag, then the letter is C.","{'flag': 'P', 'anchor': 'not_P', 'C': 'Q', 'J': 'not_Q'}","[['flag', 'J'], ['J', 'flag'], ['flag', 'J'], ['J', 'flag'], ['flag', 'J']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['flag', 'anchor', 'C', 'J'], ['C', 'anchor', 'J', 'flag'], ['J', 'anchor', 'flag', 'C'], ['J', 'C', 'flag', 'anchor'], ['C', 'anchor', 'flag', 'J']]","[['flag', 'C'], ['C', 'flag'], ['anchor', 'flag'], ['C', 'flag'], ['C', 'anchor']]","['MATCHING_BIAS', 'MATCHING_BIAS', 'LOGIC_ERROR', 'MATCHING_BIAS', 'LOGIC_ERROR']","[['flag', 'anchor', 'C', 'J'], ['C', 'anchor', 'J', 'flag'], ['J', 'anchor', 'flag', 'C'], ['J', 'C', 'flag', 'anchor'], ['C', 'anchor', 'flag', 'J']]","[['flag', 'J'], ['flag', 'J'], ['flag', 'J'], ['flag', 'J'], ['flag', 'J']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['flag', 'anchor', 'C', 'J'], ['C', 'anchor', 'J', 'flag'], ['J', 'anchor', 'flag', 'C'], ['J', 'C', 'flag', 'anchor'], ['C', 'anchor', 'flag', 'J']]","[['flag', 'C'], ['C', 'flag'], ['J', 'anchor'], ['J', 'flag'], ['flag', 'C']]","['MATCHING_BIAS', 'MATCHING_BIAS', 'LOGIC_ERROR', 'CORRECT', 'MATCHING_BIAS']","[['flag', 'anchor', 'C', 'J'], ['C', 'anchor', 'J', 'flag'], ['J', 'anchor', 'flag', 'C'], ['J', 'C', 'flag', 'anchor'], ['C', 'anchor', 'flag', 'J']]","[['flag', 'C'], ['C', 'flag'], ['flag', 'J'], ['flag', 'J'], ['flag', 'J']]","['MATCHING_BIAS', 'MATCHING_BIAS', 'CORRECT', 'CORRECT', 'CORRECT']","[['flag', 'anchor', 'C', 'J'], ['C', 'anchor', 'J', 'flag'], ['J', 'anchor', 'flag', 'C'], ['J', 'C', 'flag', 'anchor'], ['C', 'anchor', 'flag', 'J']]","[['flag', 'anchor', 'C', 'J'], ['flag'], ['anchor', 'flag', 'C'], ['flag'], ['flag']]","['ALL_CARDS', 'CONFIRMATION_BIAS', 'LOGIC_ERROR', 'CONFIRMATION_BIAS', 'CONFIRMATION_BIAS']","[['flag', 'anchor', 'C', 'J'], ['C', 'anchor', 'J', 'flag'], ['J', 'anchor', 'flag', 'C'], ['J', 'C', 'flag', 'anchor'], ['C', 'anchor', 'flag', 'J']]"
"If the pattern is checkerboard, then the number is 64.","{'checkerboard': 'P', 'striped': 'not_P', '64': 'Q', '32': 'not_Q'}","[['checkerboard', '32'], ['striped', 'checkerboard'], ['32', 'checkerboard'], ['checkerboard', '32'], ['checkerboard', '32']]","['CORRECT', 'LOGIC_ERROR', 'CORRECT', 'CORRECT', 'CORRECT']","[['striped', '32', 'checkerboard', '64'], ['striped', '64', '32', 'checkerboard'], ['32', 'striped', '64', 'checkerboard'], ['32', 'striped', 'checkerboard', '64'], ['striped', 'checkerboard', '64', '32']]","[['checkerboard', '32'], ['checkerboard', '64'], ['32', 'striped'], ['checkerboard', '64'], ['checkerboard', '64']]","['CORRECT', 'MATCHING_BIAS', 'LOGIC_ERROR', 'MATCHING_BIAS', 'MATCHING_BIAS']","[['striped', '32', 'checkerboard', '64'], ['striped', '64', '32', 'checkerboard'], ['32', 'striped', '64', 'checkerboard'], ['32', 'striped', 'checkerboard', '64'], ['striped', 'checkerboard', '64', '32']]","[['checkerboard', '32'], ['checkerboard', '32'], ['checkerboard', '32'], ['checkerboard', '32'], ['checkerboard', '32']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['striped', '32', 'checkerboard', '64'], ['striped', '64', '32', 'checkerboard'], ['32', 'striped', '64', 'checkerboard'], ['32', 'striped', 'checkerboard', '64'], ['striped', 'checkerboard', '64', '32']]","[['checkerboard', '32'], ['checkerboard', '64'], ['32', 'checkerboard'], ['checkerboard', '64'], ['checkerboard', '64']]","['CORRECT', 'MATCHING_BIAS', 'CORRECT', 'MATCHING_BIAS', 'MATCHING_BIAS']","[['striped', '32', 'checkerboard', '64'], ['striped', '64', '32', 'checkerboard'], ['32', 'striped', '64', 'checkerboard'], ['32', 'striped', 'checkerboard', '64'], ['striped', 'checkerboard', '64', '32']]","[['checkerboard', '32'], ['checkerboard', '32'], ['64', 'checkerboard'], ['checkerboard', '32'], ['checkerboard', '32']]","['CORRECT', 'CORRECT', 'MATCHING_BIAS', 'CORRECT', 'CORRECT']","[['striped', '32', 'checkerboard', '64'], ['striped', '64', '32', 'checkerboard'], ['32', 'striped', '64', 'checkerboard'], ['32', 'striped', 'checkerboard', '64'], ['striped', 'checkerboard', '64', '32']]","[['striped', '32'], ['checkerboard'], ['32', 'striped', 'checkerboard'], ['32', 'striped', 'checkerboard', '64'], ['striped', 'checkerboard', '64']]","['LOGIC_ERROR', 'CONFIRMATION_BIAS', 'LOGIC_ERROR', 'ALL_CARDS', 'LOGIC_ERROR']","[['striped', '32', 'checkerboard', '64'], ['striped', '64', '32', 'checkerboard'], ['32', 'striped', '64', 'checkerboard'], ['32', 'striped', 'checkerboard', '64'], ['striped', 'checkerboard', '64', '32']]"
"If the shape is spiral, then the color is maroon.","{'spiral': 'P', 'zigzag': 'not_P', 'maroon': 'Q', 'lime': 'not_Q'}","[['spiral', 'lime'], ['maroon', 'spiral'], ['spiral', 'lime'], ['spiral', 'lime'], ['zigzag', 'spiral']]","['CORRECT', 'MATCHING_BIAS', 'CORRECT', 'CORRECT', 'LOGIC_ERROR']","[['zigzag', 'lime', 'spiral', 'maroon'], ['lime', 'zigzag', 'maroon', 'spiral'], ['maroon', 'spiral', 'lime', 'zigzag'], ['spiral', 'zigzag', 'maroon', 'lime'], ['zigzag', 'maroon', 'lime', 'spiral']]","[['spiral'], ['spiral'], ['maroon', 'spiral'], ['spiral', 'lime'], ['spiral', 'lime']]","['CONFIRMATION_BIAS', 'CONFIRMATION_BIAS', 'MATCHING_BIAS', 'CORRECT', 'CORRECT']","[['zigzag', 'lime', 'spiral', 'maroon'], ['lime', 'zigzag', 'maroon', 'spiral'], ['maroon', 'spiral', 'lime', 'zigzag'], ['spiral', 'zigzag', 'maroon', 'lime'], ['zigzag', 'maroon', 'lime', 'spiral']]","[['spiral', 'lime'], ['spiral', 'lime'], ['spiral', 'lime'], ['spiral', 'lime'], ['spiral', 'lime']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['zigzag', 'lime', 'spiral', 'maroon'], ['lime', 'zigzag', 'maroon', 'spiral'], ['maroon', 'spiral', 'lime', 'zigzag'], ['spiral', 'zigzag', 'maroon', 'lime'], ['zigzag', 'maroon', 'lime', 'spiral']]","[['spiral', 'lime'], ['spiral', 'lime'], ['spiral', 'maroon'], ['spiral', 'maroon'], ['spiral', 'zigzag']]","['CORRECT', 'CORRECT', 'MATCHING_BIAS', 'MATCHING_BIAS', 'LOGIC_ERROR']","[['zigzag', 'lime', 'spiral', 'maroon'], ['lime', 'zigzag', 'maroon', 'spiral'], ['maroon', 'spiral', 'lime', 'zigzag'], ['spiral', 'zigzag', 'maroon', 'lime'], ['zigzag', 'maroon', 'lime', 'spiral']]","[['spiral', 'zigzag'], ['spiral', 'lime'], ['spiral', 'lime'], ['spiral', 'zigzag'], ['spiral', 'lime']]","['LOGIC_ERROR', 'CORRECT', 'CORRECT', 'LOGIC_ERROR', 'CORRECT']","[['zigzag', 'lime', 'spiral', 'maroon'], ['lime', 'zigzag', 'maroon', 'spiral'], ['maroon', 'spiral', 'lime', 'zigzag'], ['spiral', 'zigzag', 'maroon', 'lime'], ['zigzag', 'maroon', 'lime', 'spiral']]","[['zigzag', 'lime', 'spiral', 'maroon'], ['lime', 'zigzag'], ['spiral', 'lime', 'zigzag'], ['spiral', 'maroon'], ['zigzag', 'lime']]","['ALL_CARDS', 'LOGIC_ERROR', 'LOGIC_ERROR', 'MATCHING_BIAS', 'LOGIC_ERROR']","[['zigzag', 'lime', 'spiral', 'maroon'], ['lime', 'zigzag', 'maroon', 'spiral'], ['maroon', 'spiral', 'lime', 'zigzag'], ['spiral', 'zigzag', 'maroon', 'lime'], ['zigzag', 'maroon', 'lime', 'spiral']]"
"If the card has a star, then the number is 5.","{'star': 'P', 'moon': 'not_P', '5': 'Q', '8': 'not_Q'}","[['8', 'star'], ['star', '8'], ['star', '8'], ['star', '8'], ['star', '8']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['8', '5', 'moon', 'star'], ['moon', '8', 'star', '5'], ['moon', 'star', '8', '5'], ['star', 'moon', '8', '5'], ['5', 'star', '8', 'moon']]","[['star'], ['8', 'star'], ['star', '8'], ['star', '8'], ['5', 'star']]","['CONFIRMATION_BIAS', 'CORRECT', 'CORRECT', 'CORRECT', 'MATCHING_BIAS']","[['8', '5', 'moon', 'star'], ['moon', '8', 'star', '5'], ['moon', 'star', '8', '5'], ['star', 'moon', '8', '5'], ['5', 'star', '8', 'moon']]","[['star', '8'], ['star', '8'], ['star', '8'], ['star', '8'], ['star', '8']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['8', '5', 'moon', 'star'], ['moon', '8', 'star', '5'], ['moon', 'star', '8', '5'], ['star', 'moon', '8', '5'], ['5', 'star', '8', 'moon']]","[['8', 'star'], ['star', '8'], ['star', '8'], ['star', '8'], ['5', 'star']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'MATCHING_BIAS']","[['8', '5', 'moon', 'star'], ['moon', '8', 'star', '5'], ['moon', 'star', '8', '5'], ['star', 'moon', '8', '5'], ['5', 'star', '8', 'moon']]","[['star', '8'], ['star', '8'], ['star', '8'], ['star', '8'], ['star', '8']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['8', '5', 'moon', 'star'], ['moon', '8', 'star', '5'], ['moon', 'star', '8', '5'], ['star', 'moon', '8', '5'], ['5', 'star', '8', 'moon']]","[['8', 'moon'], ['8', 'moon'], ['star', '8'], ['star', 'moon', '8'], ['5', 'star']]","['LOGIC_ERROR', 'LOGIC_ERROR', 'CORRECT', 'LOGIC_ERROR', 'MATCHING_BIAS']","[['8', '5', 'moon', 'star'], ['moon', '8', 'star', '5'], ['moon', 'star', '8', '5'], ['star', 'moon', '8', '5'], ['5', 'star', '8', 'moon']]"
"If the digit is 2, then the letter is J.","{'2': 'P', '7': 'not_P', 'J': 'Q', 'X': 'not_Q'}","[['2', 'X'], ['7', '2'], ['7', '2'], ['2', 'X'], ['J', '2']]","['CORRECT', 'LOGIC_ERROR', 'LOGIC_ERROR', 'CORRECT', 'MATCHING_BIAS']","[['2', 'X', '7', 'J'], ['7', 'J', '2', 'X'], ['7', 'J', 'X', '2'], ['2', 'X', 'J', '7'], ['X', '7', 'J', '2']]","[['2', 'X'], ['7', 'X'], ['2', '7'], ['2', 'X'], ['2', '7']]","['CORRECT', 'LOGIC_ERROR', 'LOGIC_ERROR', 'CORRECT', 'LOGIC_ERROR']","[['2', 'X', '7', 'J'], ['7', 'J', '2', 'X'], ['7', 'J', 'X', '2'], ['2', 'X', 'J', '7'], ['X', '7', 'J', '2']]","[[""'2'"", ""'X'""], [""'2'"", ""'X'""], [""'2'"", ""'X'""], [""'2'"", ""'X'""], [""'J'"", ""'2'""]]","['NOISE', 'NOISE', 'NOISE', 'NOISE', 'NOISE']","[['2', 'X', '7', 'J'], ['7', 'J', '2', 'X'], ['7', 'J', 'X', '2'], ['2', 'X', 'J', '7'], ['X', '7', 'J', '2']]","[['2', 'X'], ['2', 'J'], ['7', 'X', '2'], ['2', 'X'], ['X', '2']]","['CORRECT', 'MATCHING_BIAS', 'LOGIC_ERROR', 'CORRECT', 'CORRECT']","[['2', 'X', '7', 'J'], ['7', 'J', '2', 'X'], ['7', 'J', 'X', '2'], ['2', 'X', 'J', '7'], ['X', '7', 'J', '2']]","[['2', 'X'], ['2', 'J'], ['2', 'J'], ['2', '7'], ['2', 'X']]","['CORRECT', 'MATCHING_BIAS', 'MATCHING_BIAS', 'LOGIC_ERROR', 'CORRECT']","[['2', 'X', '7', 'J'], ['7', 'J', '2', 'X'], ['7', 'J', 'X', '2'], ['2', 'X', 'J', '7'], ['X', '7', 'J', '2']]","[['X', '7'], ['2'], ['2'], ['X', '7'], ['X', '7']]","['LOGIC_ERROR', 'CONFIRMATION_BIAS', 'CONFIRMATION_BIAS', 'LOGIC_ERROR', 'LOGIC_ERROR']","[['2', 'X', '7', 'J'], ['7', 'J', '2', 'X'], ['7', 'J', 'X', '2'], ['2', 'X', 'J', '7'], ['X', '7', 'J', '2']]"
"If the figure is transparent, then the border is double.","{'transparent': 'P', 'opaque': 'not_P', 'double': 'Q', 'single': 'not_Q'}","[['transparent', 'single'], ['transparent', 'single'], ['opaque', 'transparent'], ['transparent', 'single'], ['transparent', 'single']]","['CORRECT', 'CORRECT', 'LOGIC_ERROR', 'CORRECT', 'CORRECT']","[['single', 'opaque', 'double', 'transparent'], ['transparent', 'double', 'single', 'opaque'], ['opaque', 'double', 'transparent', 'single'], ['double', 'transparent', 'single', 'opaque'], ['double', 'single', 'opaque', 'transparent']]","[['transparent', 'opaque'], ['transparent', 'double'], ['transparent', 'opaque'], ['transparent'], ['transparent', 'double']]","['LOGIC_ERROR', 'MATCHING_BIAS', 'LOGIC_ERROR', 'CONFIRMATION_BIAS', 'MATCHING_BIAS']","[['single', 'opaque', 'double', 'transparent'], ['transparent', 'double', 'single', 'opaque'], ['opaque', 'double', 'transparent', 'single'], ['double', 'transparent', 'single', 'opaque'], ['double', 'single', 'opaque', 'transparent']]","[['transparent', 'single'], ['transparent', 'single'], ['transparent', 'single'], ['transparent', 'single'], ['transparent', 'single']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['single', 'opaque', 'double', 'transparent'], ['transparent', 'double', 'single', 'opaque'], ['opaque', 'double', 'transparent', 'single'], ['double', 'transparent', 'single', 'opaque'], ['double', 'single', 'opaque', 'transparent']]","[['transparent', 'single'], ['transparent', 'single'], ['opaque', 'transparent'], ['transparent', 'single'], ['transparent', 'double']]","['CORRECT', 'CORRECT', 'LOGIC_ERROR', 'CORRECT', 'MATCHING_BIAS']","[['single', 'opaque', 'double', 'transparent'], ['transparent', 'double', 'single', 'opaque'], ['opaque', 'double', 'transparent', 'single'], ['double', 'transparent', 'single', 'opaque'], ['double', 'single', 'opaque', 'transparent']]","[['transparent', 'single'], ['transparent', 'single'], ['transparent', 'single'], ['double', 'transparent'], ['transparent', 'single']]","['CORRECT', 'CORRECT', 'CORRECT', 'MATCHING_BIAS', 'CORRECT']","[['single', 'opaque', 'double', 'transparent'], ['transparent', 'double', 'single', 'opaque'], ['opaque', 'double', 'transparent', 'single'], ['double', 'transparent', 'single', 'opaque'], ['double', 'single', 'opaque', 'transparent']]","[['opaque', 'transparent'], ['transparent', 'double', 'single', 'opaque'], ['opaque', 'transparent'], ['transparent', 'opaque'], ['opaque', 'single']]","['LOGIC_ERROR', 'ALL_CARDS', 'LOGIC_ERROR', 'LOGIC_ERROR', 'LOGIC_ERROR']","[['single', 'opaque', 'double', 'transparent'], ['transparent', 'double', 'single', 'opaque'], ['opaque', 'double', 'transparent', 'single'], ['double', 'transparent', 'single', 'opaque'], ['double', 'single', 'opaque', 'transparent']]"
"If the letter is N, then the number is 14.","{'N': 'P', 'V': 'not_P', '14': 'Q', '9': 'not_Q'}","[['N', '9'], ['9', 'N'], ['V', 'N'], ['N', '9'], ['N', '9']]","['CORRECT', 'CORRECT', 'LOGIC_ERROR', 'CORRECT', 'CORRECT']","[['9', 'N', '14', 'V'], ['14', '9', 'V', 'N'], ['V', '14', 'N', '9'], ['V', 'N', '9', '14'], ['N', '9', 'V', '14']]","[['N', '9'], ['N'], ['N', '14'], ['N', '9'], ['N', '14']]","['CORRECT', 'CONFIRMATION_BIAS', 'MATCHING_BIAS', 'CORRECT', 'MATCHING_BIAS']","[['9', 'N', '14', 'V'], ['14', '9', 'V', 'N'], ['V', '14', 'N', '9'], ['V', 'N', '9', '14'], ['N', '9', 'V', '14']]","[['N', '9'], ['N', '9'], ['N', '9'], ['N', '9'], ['N', '9']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['9', 'N', '14', 'V'], ['14', '9', 'V', 'N'], ['V', '14', 'N', '9'], ['V', 'N', '9', '14'], ['N', '9', 'V', '14']]","[['N', '14'], ['N', '14'], ['N', '14'], ['N', '9'], ['N', '9']]","['MATCHING_BIAS', 'MATCHING_BIAS', 'MATCHING_BIAS', 'CORRECT', 'CORRECT']","[['9', 'N', '14', 'V'], ['14', '9', 'V', 'N'], ['V', '14', 'N', '9'], ['V', 'N', '9', '14'], ['N', '9', 'V', '14']]","[['N', '9'], ['14', 'N'], ['N', '9'], ['N', '9'], ['N', '14']]","['CORRECT', 'MATCHING_BIAS', 'CORRECT', 'CORRECT', 'MATCHING_BIAS']","[['9', 'N', '14', 'V'], ['14', '9', 'V', 'N'], ['V', '14', 'N', '9'], ['V', 'N', '9', '14'], ['N', '9', 'V', '14']]","[['N', '14'], ['N', 'V'], ['N', '14'], ['V', '9'], ['N', '9', 'V', '14']]","['MATCHING_BIAS', 'LOGIC_ERROR', 'MATCHING_BIAS', 'LOGIC_ERROR', 'ALL_CARDS']","[['9', 'N', '14', 'V'], ['14', '9', 'V', 'N'], ['V', '14', 'N', '9'], ['V', 'N', '9', '14'], ['N', '9', 'V', '14']]"
