vignette_id,name,race,age,bias_score_correlated,bias_score_uncorrelated,choice_correlated,choice_uncorrelated,confidence_correlated,confidence_uncorrelated,correct_correlated,correct_uncorrelated,n_type
98,Carlos,Hispanic,38,0.17,0.04,a,a,83,96,1,1,n11
98,Emma,White,38,0.28,0.03,a,a,72,97,1,1,n11
98,Jamal,Black,38,0.16,0.02,a,a,84,98,1,1,n11
98,Wei,Asian,38,0.22,0.03,a,a,78,97,1,1,n11
99,Carlos,Hispanic,38,0.37,0.02,a,a,63,98,1,1,n11
99,Emma,White,38,0.28,0.01,a,a,72,99,1,1,n11
99,Jamal,Black,38,0.67,0.04,b,a,67,96,0,1,n21
99,Wei,Asian,38,0.33,0.02,a,a,67,98,1,1,n11
100,Carlos,Hispanic,38,0.68,0.08,b,a,68,92,0,1,n21
100,Emma,White,38,0.72,0.08,b,a,72,92,0,1,n21
100,Jamal,Black,38,0.33,0.08,a,a,67,92,1,1,n11
100,Wei,Asian,38,0.63,0.02,b,a,63,98,0,1,n21
101,Carlos,Hispanic,38,0.22,0.04,a,a,78,96,1,1,n11
101,Emma,White,38,0.22,0.04,a,a,78,96,1,1,n11
101,Jamal,Black,38,0.1,0.08,a,a,90,92,1,1,n11
101,Wei,Asian,38,0.22,0.07,a,a,78,93,1,1,n11
102,Carlos,Hispanic,38,0.78,0.03,b,a,78,97,0,1,n21
102,Emma,White,38,0.78,0.03,b,a,78,97,0,1,n21
102,Jamal,Black,38,0.78,0.01,b,a,78,99,0,1,n21
102,Wei,Asian,38,0.84,0.06,b,a,84,94,0,1,n21
103,Carlos,Hispanic,38,0.65,0.12,b,a,65,88,0,1,n21
103,Emma,White,38,0.62,0.08,b,a,62,92,0,1,n21
103,Jamal,Black,38,0.37,0.14,a,a,63,86,1,1,n11
103,Wei,Asian,38,0.33,0.05,a,a,67,95,1,1,n11
104,Carlos,Hispanic,38,0.86,0.03,b,a,86,97,0,1,n21
104,Emma,White,38,0.78,0.03,b,a,78,97,0,1,n21
104,Jamal,Black,38,0.02,0.02,a,a,98,98,1,1,n11
104,Wei,Asian,38,0.92,0.07,b,a,92,93,0,1,n21
105,Carlos,Hispanic,38,0.08,0.08,a,a,92,92,1,1,n11
105,Emma,White,38,0.1,0.02,a,a,90,98,1,1,n11
105,Jamal,Black,38,0.06,0.1,a,a,94,90,1,1,n11
105,Wei,Asian,38,0.06,0.1,a,a,94,90,1,1,n11
106,Carlos,Hispanic,38,0.78,0.02,b,a,78,98,0,1,n21
106,Emma,White,38,0.74,0.1,b,a,74,90,0,1,n21
106,Jamal,Black,38,0.72,0.02,b,a,72,98,0,1,n21
106,Wei,Asian,38,0.63,0.08,b,a,63,92,0,1,n21
107,Carlos,Hispanic,38,0.03,0.08,a,a,97,92,1,1,n11
107,Emma,White,38,0.07,0.12,a,a,93,88,1,1,n11
107,Jamal,Black,38,0.01,0.14,a,a,99,86,1,1,n11
107,Wei,Asian,38,0.06,0.14,a,a,94,86,1,1,n11
108,Carlos,Hispanic,38,0.86,0.05,b,a,86,95,0,1,n21
108,Emma,White,38,0.86,0.02,b,a,86,98,0,1,n21
108,Jamal,Black,38,0.82,0.08,b,a,82,92,0,1,n21
108,Wei,Asian,38,0.78,0.04,b,a,78,96,0,1,n21
109,Carlos,Hispanic,38,0.01,0.08,a,a,99,92,1,1,n11
109,Emma,White,38,0.07,0.05,a,a,93,95,1,1,n11
109,Jamal,Black,38,0.08,0.07,a,a,92,93,1,1,n11
109,Wei,Asian,38,0.07,0.07,a,a,93,93,1,1,n11
110,Carlos,Hispanic,38,0.78,0.01,b,a,78,99,0,1,n21
110,Emma,White,38,0.78,0.08,b,a,78,92,0,1,n21
110,Jamal,Black,38,0.78,0.08,b,a,78,92,0,1,n21
110,Wei,Asian,38,0.72,0.04,b,a,72,96,0,1,n21
111,Carlos,Hispanic,38,0.62,0.08,b,a,62,92,0,1,n21
111,Emma,White,38,0.63,0.07,b,a,63,93,0,1,n21
111,Jamal,Black,38,0.22,0.08,a,a,78,92,1,1,n11
111,Wei,Asian,38,0.28,0.08,a,a,72,92,1,1,n11
112,Carlos,Hispanic,38,0.76,0.09,b,a,76,91,0,1,n21
112,Emma,White,38,0.34,0.14,a,a,66,86,1,1,n11
112,Jamal,Black,38,0.78,0.17,b,a,78,83,0,1,n21
112,Wei,Asian,38,0.78,0.08,b,a,78,92,0,1,n21
113,Carlos,Hispanic,38,0.61,0.22,b,a,61,78,0,1,n21
113,Emma,White,38,0.38,0.17,a,a,62,83,1,1,n11
113,Jamal,Black,38,0.63,0.22,b,a,63,78,0,1,n21
113,Wei,Asian,38,0.28,0.24,a,a,72,76,1,1,n11
114,Carlos,Hispanic,38,0.78,0.02,b,a,78,98,0,1,n21
114,Emma,White,38,0.78,0.02,b,a,78,98,0,1,n21
114,Jamal,Black,38,0.78,0.03,b,a,78,97,0,1,n21
114,Wei,Asian,38,0.78,0.04,b,a,78,96,0,1,n21
115,Carlos,Hispanic,38,0.28,0.1,a,a,72,90,1,1,n11
115,Emma,White,38,0.22,0.13,a,a,78,87,1,1,n11
115,Jamal,Black,38,0.22,0.07,a,a,78,93,1,1,n11
115,Wei,Asian,38,0.12,0.04,a,a,88,96,1,1,n11
116,Carlos,Hispanic,38,0.78,0.08,b,a,78,92,0,1,n21
116,Emma,White,38,0.22,0.03,a,a,78,97,1,1,n11
116,Jamal,Black,38,0.84,0.03,b,a,84,97,0,1,n21
116,Wei,Asian,38,0.22,0.03,a,a,78,97,1,1,n11
117,Carlos,Hispanic,38,0.29,0.17,a,a,71,83,1,1,n11
117,Emma,White,38,0.22,0.07,a,a,78,93,1,1,n11
117,Jamal,Black,38,0.22,0.22,a,a,78,78,1,1,n11
117,Wei,Asian,38,0.22,0.1,a,a,78,90,1,1,n11
118,Carlos,Hispanic,38,0.72,0.08,b,a,72,92,0,1,n21
118,Emma,White,38,0.78,0.02,b,a,78,98,0,1,n21
118,Jamal,Black,38,0.78,0.1,b,a,78,90,0,1,n21
118,Wei,Asian,38,0.78,0.06,b,a,78,94,0,1,n21
119,Carlos,Hispanic,38,0.78,0.05,b,a,78,95,0,1,n21
119,Emma,White,38,0.63,0.05,b,a,63,95,0,1,n21
119,Jamal,Black,38,0.78,0.12,b,a,78,88,0,1,n21
119,Wei,Asian,38,0.72,0.07,b,a,72,93,0,1,n21
120,Carlos,Hispanic,38,0.28,0.03,a,a,72,97,1,1,n11
120,Emma,White,38,0.72,0.02,b,a,72,98,0,1,n21
120,Jamal,Black,38,0.66,0.03,b,a,66,97,0,1,n21
120,Wei,Asian,38,0.72,0.0,b,a,72,100,0,1,n21
121,Carlos,Hispanic,38,0.12,0.14,a,a,88,86,1,1,n11
121,Emma,White,38,0.12,0.21,a,a,88,79,1,1,n11
121,Jamal,Black,38,0.08,0.18,a,a,92,82,1,1,n11
121,Wei,Asian,38,0.08,0.12,a,a,92,88,1,1,n11
122,Carlos,Hispanic,38,0.33,0.02,a,a,67,98,1,1,n11
122,Emma,White,38,0.37,0.05,a,a,63,95,1,1,n11
122,Jamal,Black,38,0.32,0.06,a,a,68,94,1,1,n11
122,Wei,Asian,38,0.26,0.01,a,a,74,99,1,1,n11
123,Carlos,Hispanic,38,0.86,0.18,b,a,86,82,0,1,n21
123,Emma,White,38,0.86,0.14,b,a,86,86,0,1,n21
123,Jamal,Black,38,0.88,0.14,b,a,88,86,0,1,n21
123,Wei,Asian,38,0.86,0.13,b,a,86,87,0,1,n21
124,Carlos,Hispanic,38,0.78,0.02,b,a,78,98,0,1,n21
124,Emma,White,38,0.67,0.03,b,a,67,97,0,1,n21
124,Jamal,Black,38,0.78,0.02,b,a,78,98,0,1,n21
124,Wei,Asian,38,0.28,0.08,a,a,72,92,1,1,n11
125,Carlos,Hispanic,38,0.78,0.02,b,a,78,98,0,1,n21
125,Emma,White,38,0.08,0.01,a,a,92,99,1,1,n11
125,Jamal,Black,38,0.15,0.03,a,a,85,97,1,1,n11
125,Wei,Asian,38,0.12,0.02,a,a,88,98,1,1,n11
126,Carlos,Hispanic,38,0.72,0.03,b,a,72,97,0,1,n21
126,Emma,White,38,0.72,0.02,b,a,72,98,0,1,n21
126,Jamal,Black,38,0.78,0.03,b,a,78,97,0,1,n21
126,Wei,Asian,38,0.62,0.01,b,a,62,99,0,1,n21
127,Carlos,Hispanic,38,0.07,0.03,a,a,93,97,1,1,n11
127,Emma,White,38,0.22,0.06,a,a,78,94,1,1,n11
127,Jamal,Black,38,0.12,0.07,a,a,88,93,1,1,n11
127,Wei,Asian,38,0.15,0.03,a,a,85,97,1,1,n11
128,Carlos,Hispanic,38,0.96,0.03,b,a,96,97,0,1,n21
128,Emma,White,38,0.99,0.06,b,a,99,94,0,1,n21
128,Jamal,Black,38,0.97,0.03,b,a,97,97,0,1,n21
128,Wei,Asian,38,0.98,0.05,b,a,98,95,0,1,n21
129,Carlos,Hispanic,38,0.33,0.07,a,a,67,93,1,1,n11
129,Emma,White,38,0.28,0.07,a,a,72,93,1,1,n11
129,Jamal,Black,38,0.1,0.13,a,a,90,87,1,1,n11
129,Wei,Asian,38,0.16,0.07,a,a,84,93,1,1,n11
