Rule Text,JSON Mapping,claude-sonnet-4.6_responses,claude-sonnet-4.6_categories,claude-sonnet-4.6_card_orders,grok-4.1-fast_responses,grok-4.1-fast_categories,grok-4.1-fast_card_orders,gpt-5.2_responses,gpt-5.2_categories,gpt-5.2_card_orders
"If the figure is triangle, then the size is large.","{'triangle': 'P', 'pentagon': 'not_P', 'large': 'Q', 'small': 'not_Q'}","[['triangle', 'small'], ['triangle', 'small'], ['triangle', 'small'], ['triangle', 'small'], ['triangle', 'small']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['pentagon', 'small', 'large', 'triangle'], ['triangle', 'small', 'pentagon', 'large'], ['small', 'large', 'pentagon', 'triangle'], ['triangle', 'pentagon', 'large', 'small'], ['large', 'triangle', 'pentagon', 'small']]","[['triangle', 'small'], ['triangle', 'small'], ['triangle'], ['triangle', 'small'], ['triangle', 'small']]","['CORRECT', 'CORRECT', 'CONFIRMATION_BIAS', 'CORRECT', 'CORRECT']","[['pentagon', 'small', 'large', 'triangle'], ['triangle', 'small', 'pentagon', 'large'], ['small', 'large', 'pentagon', 'triangle'], ['triangle', 'pentagon', 'large', 'small'], ['large', 'triangle', 'pentagon', 'small']]","[['triangle', 'small'], ['triangle', 'small'], ['small', 'triangle'], ['triangle', 'small'], ['triangle', 'small']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['pentagon', 'small', 'large', 'triangle'], ['triangle', 'small', 'pentagon', 'large'], ['small', 'large', 'pentagon', 'triangle'], ['triangle', 'pentagon', 'large', 'small'], ['large', 'triangle', 'pentagon', 'small']]"
"If the token is alpha, then the code is 00.","{'alpha': 'P', 'beta': 'not_P', '00': 'Q', '11': 'not_Q'}","[['alpha', '11'], ['alpha', '11'], ['alpha', '11'], ['alpha', '11'], ['alpha', '11']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['beta', '11', 'alpha', '00'], ['alpha', '11', 'beta', '00'], ['00', 'alpha', 'beta', '11'], ['alpha', 'beta', '00', '11'], ['00', '11', 'alpha', 'beta']]","[['alpha', '11'], ['alpha', '11'], ['alpha'], ['alpha', '11'], ['11', 'alpha']]","['CORRECT', 'CORRECT', 'CONFIRMATION_BIAS', 'CORRECT', 'CORRECT']","[['beta', '11', 'alpha', '00'], ['alpha', '11', 'beta', '00'], ['00', 'alpha', 'beta', '11'], ['alpha', 'beta', '00', '11'], ['00', '11', 'alpha', 'beta']]","[['alpha', '11'], ['alpha', '11'], ['alpha', '11'], ['alpha', '11'], ['alpha', '11']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['beta', '11', 'alpha', '00'], ['alpha', '11', 'beta', '00'], ['00', 'alpha', 'beta', '11'], ['alpha', 'beta', '00', '11'], ['00', '11', 'alpha', 'beta']]"
"If the shape is filled, then the border is thick.","{'filled': 'P', 'hollow': 'not_P', 'thick': 'Q', 'thin': 'not_Q'}","[['filled', 'thin'], ['filled', 'thin'], ['filled', 'thin'], ['filled', 'thin'], ['filled', 'thin']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['thick', 'thin', 'filled', 'hollow'], ['filled', 'thin', 'thick', 'hollow'], ['hollow', 'thick', 'thin', 'filled'], ['hollow', 'filled', 'thin', 'thick'], ['hollow', 'filled', 'thick', 'thin']]","[['filled', 'thin'], ['filled', 'thin'], ['filled', 'thin'], ['filled', 'thin'], ['filled', 'thin']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['thick', 'thin', 'filled', 'hollow'], ['filled', 'thin', 'thick', 'hollow'], ['hollow', 'thick', 'thin', 'filled'], ['hollow', 'filled', 'thin', 'thick'], ['hollow', 'filled', 'thick', 'thin']]","[['filled', 'thin'], ['filled', 'thin'], ['thin', 'filled'], ['filled', 'thin'], ['filled', 'thin']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['thick', 'thin', 'filled', 'hollow'], ['filled', 'thin', 'thick', 'hollow'], ['hollow', 'thick', 'thin', 'filled'], ['hollow', 'filled', 'thin', 'thick'], ['hollow', 'filled', 'thick', 'thin']]"
"If the card has a dot, then the number is 1.","{'dot': 'P', 'dash': 'not_P', '1': 'Q', '8': 'not_Q'}","[['8', 'dot'], ['dot', '8'], ['dot', '8'], ['dot', '8'], ['dot', '8']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['8', 'dash', 'dot', '1'], ['dot', 'dash', '8', '1'], ['1', 'dot', 'dash', '8'], ['dash', 'dot', '1', '8'], ['dot', 'dash', '1', '8']]","[['dot', '1'], ['dot', '8'], ['dot', '8'], ['dot', '8'], ['dot', '8']]","['MATCHING_BIAS', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['8', 'dash', 'dot', '1'], ['dot', 'dash', '8', '1'], ['1', 'dot', 'dash', '8'], ['dash', 'dot', '1', '8'], ['dot', 'dash', '1', '8']]","[['8', 'dot'], ['dot', '8'], ['dot', '8'], ['dot', '8'], ['dot', '8']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['8', 'dash', 'dot', '1'], ['dot', 'dash', '8', '1'], ['1', 'dot', 'dash', '8'], ['dash', 'dot', '1', '8'], ['dot', 'dash', '1', '8']]"
"If the figure is dark, then the shape is rectangle.","{'dark': 'P', 'light': 'not_P', 'rectangle': 'Q', 'oval': 'not_Q'}","[['dark', 'oval'], ['dark', 'oval'], ['oval', 'dark'], ['dark', 'oval'], ['dark', 'oval']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['dark', 'oval', 'light', 'rectangle'], ['oval', 'dark', 'rectangle', 'light'], ['rectangle', 'light', 'oval', 'dark'], ['dark', 'light', 'rectangle', 'oval'], ['rectangle', 'dark', 'light', 'oval']]","[['dark', 'oval'], ['oval', 'dark'], ['**ANSWER: dark', 'oval**'], ['dark', 'oval'], ['dark', 'oval']]","['CORRECT', 'CORRECT', 'NOISE', 'CORRECT', 'CORRECT']","[['dark', 'oval', 'light', 'rectangle'], ['oval', 'dark', 'rectangle', 'light'], ['rectangle', 'light', 'oval', 'dark'], ['dark', 'light', 'rectangle', 'oval'], ['rectangle', 'dark', 'light', 'oval']]","[['dark', 'oval'], ['dark', 'oval'], ['dark', 'oval'], ['dark', 'oval'], ['dark', 'oval']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['dark', 'oval', 'light', 'rectangle'], ['oval', 'dark', 'rectangle', 'light'], ['rectangle', 'light', 'oval', 'dark'], ['dark', 'light', 'rectangle', 'oval'], ['rectangle', 'dark', 'light', 'oval']]"
"If the number is 3, then the symbol is arrow.","{'3': 'P', '7': 'not_P', 'arrow': 'Q', 'spiral': 'not_Q'}","[['3', 'spiral'], ['3', 'spiral'], ['3', 'spiral'], ['3', 'spiral'], ['3', 'spiral']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['7', 'arrow', '3', 'spiral'], ['7', '3', 'spiral', 'arrow'], ['3', '7', 'arrow', 'spiral'], ['arrow', 'spiral', '3', '7'], ['arrow', '3', 'spiral', '7']]","[['**ANSWER: 3', 'spiral**'], ['ERROR: empty choices in model response'], ['3', 'spiral'], ['3'], ['3', 'spiral']]","['NOISE', 'NOISE', 'CORRECT', 'CONFIRMATION_BIAS', 'CORRECT']","[['7', 'arrow', '3', 'spiral'], ['7', '3', 'spiral', 'arrow'], ['3', '7', 'arrow', 'spiral'], ['arrow', 'spiral', '3', '7'], ['arrow', '3', 'spiral', '7']]","[['3', 'spiral'], ['3', 'spiral'], ['3', 'spiral'], ['spiral', '3'], ['3', 'spiral']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['7', 'arrow', '3', 'spiral'], ['7', '3', 'spiral', 'arrow'], ['3', '7', 'arrow', 'spiral'], ['arrow', 'spiral', '3', '7'], ['arrow', '3', 'spiral', '7']]"
"If the letter is Z, then the number is 0.","{'Z': 'P', 'Q': 'not_P', '0': 'Q', '5': 'not_Q'}","[['Z', '5'], ['Z', '5'], ['Z', '5'], ['5', 'Z'], ['Z', '5']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['5', 'Z', 'Q', '0'], ['Q', '5', '0', 'Z'], ['Q', 'Z', '5', '0'], ['0', 'Q', '5', 'Z'], ['Z', 'Q', '5', '0']]","[['Z'], ['**ANSWER:** Z'], ['Z'], ['Z'], ['**ANSWER: Z**']]","['CONFIRMATION_BIAS', 'NOISE', 'CONFIRMATION_BIAS', 'CONFIRMATION_BIAS', 'NOISE']","[['5', 'Z', 'Q', '0'], ['Q', '5', '0', 'Z'], ['Q', 'Z', '5', '0'], ['0', 'Q', '5', 'Z'], ['Z', 'Q', '5', '0']]","[['Z', '5'], ['5', 'Z'], ['Z', '5'], ['5', 'Z'], ['Z', '5']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['5', 'Z', 'Q', '0'], ['Q', '5', '0', 'Z'], ['Q', 'Z', '5', '0'], ['0', 'Q', '5', 'Z'], ['Z', 'Q', '5', '0']]"
"If the pattern is grid, then the color is blue.","{'grid': 'P', 'solid': 'not_P', 'blue': 'Q', 'yellow': 'not_Q'}","[['grid', 'yellow'], ['grid', 'yellow'], ['grid', 'yellow'], ['yellow', 'grid'], ['grid', 'yellow']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['blue', 'grid', 'yellow', 'solid'], ['grid', 'solid', 'yellow', 'blue'], ['blue', 'yellow', 'grid', 'solid'], ['yellow', 'solid', 'blue', 'grid'], ['blue', 'grid', 'solid', 'yellow']]","[['grid'], ['grid', 'yellow'], ['yellow', 'grid'], ['yellow', 'grid'], ['grid', 'yellow']]","['CONFIRMATION_BIAS', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['blue', 'grid', 'yellow', 'solid'], ['grid', 'solid', 'yellow', 'blue'], ['blue', 'yellow', 'grid', 'solid'], ['yellow', 'solid', 'blue', 'grid'], ['blue', 'grid', 'solid', 'yellow']]","[['grid', 'yellow'], ['grid', 'yellow'], ['grid', 'yellow'], ['grid', 'yellow'], ['grid', 'yellow']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['blue', 'grid', 'yellow', 'solid'], ['grid', 'solid', 'yellow', 'blue'], ['blue', 'yellow', 'grid', 'solid'], ['yellow', 'solid', 'blue', 'grid'], ['blue', 'grid', 'solid', 'yellow']]"
"If the shape is hexagon, then the number is 6.","{'hexagon': 'P', 'triangle': 'not_P', '6': 'Q', '3': 'not_Q'}","[['hexagon', '3'], ['hexagon', '3'], ['hexagon', '3'], ['3', 'hexagon'], ['3', 'hexagon']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['hexagon', '3', 'triangle', '6'], ['6', 'hexagon', '3', 'triangle'], ['triangle', '3', '6', 'hexagon'], ['3', 'hexagon', '6', 'triangle'], ['3', 'triangle', '6', 'hexagon']]","[['hexagon', '3'], ['hexagon'], ['hexagon', '3'], ['hexagon'], ['hexagon']]","['CORRECT', 'CONFIRMATION_BIAS', 'CORRECT', 'CONFIRMATION_BIAS', 'CONFIRMATION_BIAS']","[['hexagon', '3', 'triangle', '6'], ['6', 'hexagon', '3', 'triangle'], ['triangle', '3', '6', 'hexagon'], ['3', 'hexagon', '6', 'triangle'], ['3', 'triangle', '6', 'hexagon']]","[['hexagon', '3'], ['hexagon', '3'], ['3', 'hexagon'], ['3', 'hexagon'], ['3', 'hexagon']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['hexagon', '3', 'triangle', '6'], ['6', 'hexagon', '3', 'triangle'], ['triangle', '3', '6', 'hexagon'], ['3', 'hexagon', '6', 'triangle'], ['3', 'triangle', '6', 'hexagon']]"
"If the digit is 9, then the letter is W.","{'9': 'P', '4': 'not_P', 'W': 'Q', 'F': 'not_Q'}","[['9', 'F'], ['F', '9'], ['F', '9'], ['9', 'F'], ['9', 'F']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['W', '4', '9', 'F'], ['F', 'W', '4', '9'], ['W', 'F', '4', '9'], ['9', '4', 'W', 'F'], ['F', '9', '4', 'W']]","[['9', 'F'], ['9'], ['W', '9'], ['9', 'F'], ['9']]","['CORRECT', 'CONFIRMATION_BIAS', 'MATCHING_BIAS', 'CORRECT', 'CONFIRMATION_BIAS']","[['W', '4', '9', 'F'], ['F', 'W', '4', '9'], ['W', 'F', '4', '9'], ['9', '4', 'W', 'F'], ['F', '9', '4', 'W']]","[['9', 'F'], ['F', '9'], ['9', 'F'], ['9', 'F'], ['F', '9']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['W', '4', '9', 'F'], ['F', 'W', '4', '9'], ['W', 'F', '4', '9'], ['9', '4', 'W', 'F'], ['F', '9', '4', 'W']]"
"If the cell is shaded, then the symbol is diamond.","{'shaded': 'P', 'empty': 'not_P', 'diamond': 'Q', 'circle': 'not_Q'}","[['shaded', 'circle'], ['shaded', 'circle'], ['circle', 'shaded'], ['shaded', 'circle'], ['shaded', 'circle']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['empty', 'shaded', 'diamond', 'circle'], ['shaded', 'empty', 'diamond', 'circle'], ['circle', 'empty', 'diamond', 'shaded'], ['shaded', 'diamond', 'empty', 'circle'], ['diamond', 'circle', 'empty', 'shaded']]","[['shaded', 'circle'], ['shaded'], ['circle', 'shaded'], ['shaded', 'circle'], ['circle', 'shaded']]","['CORRECT', 'CONFIRMATION_BIAS', 'CORRECT', 'CORRECT', 'CORRECT']","[['empty', 'shaded', 'diamond', 'circle'], ['shaded', 'empty', 'diamond', 'circle'], ['circle', 'empty', 'diamond', 'shaded'], ['shaded', 'diamond', 'empty', 'circle'], ['diamond', 'circle', 'empty', 'shaded']]","[['shaded', 'circle'], ['shaded', 'circle'], ['circle', 'shaded'], ['shaded', 'circle'], ['circle', 'shaded']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['empty', 'shaded', 'diamond', 'circle'], ['shaded', 'empty', 'diamond', 'circle'], ['circle', 'empty', 'diamond', 'shaded'], ['shaded', 'diamond', 'empty', 'circle'], ['diamond', 'circle', 'empty', 'shaded']]"
"If the shape has four sides, then the color is orange.","{'four_sides': 'P', 'three_sides': 'not_P', 'orange': 'Q', 'purple': 'not_Q'}","[['four_sides', 'purple'], ['purple', 'four_sides'], ['four_sides', 'purple'], ['four_sides', 'purple'], ['purple', 'four_sides']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['three_sides', 'orange', 'four_sides', 'purple'], ['purple', 'three_sides', 'four_sides', 'orange'], ['three_sides', 'purple', 'four_sides', 'orange'], ['four_sides', 'three_sides', 'orange', 'purple'], ['purple', 'orange', 'three_sides', 'four_sides']]","[['four_sides', 'purple'], ['purple', 'four_sides'], ['four_sides', 'purple'], ['four_sides', 'purple'], ['purple', 'four_sides']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['three_sides', 'orange', 'four_sides', 'purple'], ['purple', 'three_sides', 'four_sides', 'orange'], ['three_sides', 'purple', 'four_sides', 'orange'], ['four_sides', 'three_sides', 'orange', 'purple'], ['purple', 'orange', 'three_sides', 'four_sides']]","[['four_sides', 'purple'], ['four_sides', 'purple'], ['four_sides', 'purple'], ['four_sides', 'purple'], ['four_sides', 'purple']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['three_sides', 'orange', 'four_sides', 'purple'], ['purple', 'three_sides', 'four_sides', 'orange'], ['three_sides', 'purple', 'four_sides', 'orange'], ['four_sides', 'three_sides', 'orange', 'purple'], ['purple', 'orange', 'three_sides', 'four_sides']]"
"If the token is delta, then the code is 99.","{'delta': 'P', 'gamma': 'not_P', '99': 'Q', '00': 'not_Q'}","[['delta', '00'], ['delta', '00'], ['delta', '00'], ['delta', '00'], ['delta', '00']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['99', '00', 'delta', 'gamma'], ['delta', '00', '99', 'gamma'], ['99', 'gamma', 'delta', '00'], ['gamma', '00', '99', 'delta'], ['delta', 'gamma', '00', '99']]","[['delta'], ['delta', '00'], ['delta', '00'], ['00', 'delta'], ['delta', '00']]","['CONFIRMATION_BIAS', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['99', '00', 'delta', 'gamma'], ['delta', '00', '99', 'gamma'], ['99', 'gamma', 'delta', '00'], ['gamma', '00', '99', 'delta'], ['delta', 'gamma', '00', '99']]","[['delta', '00'], ['delta', '00'], ['delta', '00'], ['99', 'delta'], ['delta', '00']]","['CORRECT', 'CORRECT', 'CORRECT', 'MATCHING_BIAS', 'CORRECT']","[['99', '00', 'delta', 'gamma'], ['delta', '00', '99', 'gamma'], ['99', 'gamma', 'delta', '00'], ['gamma', '00', '99', 'delta'], ['delta', 'gamma', '00', '99']]"
"If the figure is small, then the border is dashed.","{'small': 'P', 'large': 'not_P', 'dashed': 'Q', 'solid': 'not_Q'}","[['small', 'solid'], ['solid', 'small'], ['small', 'solid'], ['small', 'solid'], ['small', 'solid']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['solid', 'small', 'large', 'dashed'], ['solid', 'large', 'dashed', 'small'], ['dashed', 'solid', 'large', 'small'], ['small', 'solid', 'dashed', 'large'], ['solid', 'small', 'dashed', 'large']]","[['small', 'solid'], ['solid', 'small'], ['solid', 'small'], ['small', 'solid'], ['solid', 'small']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['solid', 'small', 'large', 'dashed'], ['solid', 'large', 'dashed', 'small'], ['dashed', 'solid', 'large', 'small'], ['small', 'solid', 'dashed', 'large'], ['solid', 'small', 'dashed', 'large']]","[['small', 'solid'], ['solid', 'small'], ['solid', 'small'], ['small', 'solid'], ['solid', 'small']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['solid', 'small', 'large', 'dashed'], ['solid', 'large', 'dashed', 'small'], ['dashed', 'solid', 'large', 'small'], ['small', 'solid', 'dashed', 'large'], ['solid', 'small', 'dashed', 'large']]"
"If the letter is I, then the digit is 1.","{'I': 'P', 'T': 'not_P', '1': 'Q', '6': 'not_Q'}","[['I', '6'], ['I', '6'], ['I', '6'], ['I', '6'], ['I', '6']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['T', '1', 'I', '6'], ['1', 'I', '6', 'T'], ['T', '6', 'I', '1'], ['1', 'I', 'T', '6'], ['T', '1', '6', 'I']]","[['I', '6'], ['I', '6'], ['I', '6'], ['I', '6'], ['I', '6']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['T', '1', 'I', '6'], ['1', 'I', '6', 'T'], ['T', '6', 'I', '1'], ['1', 'I', 'T', '6'], ['T', '1', '6', 'I']]","[['I', '6'], ['I', '6'], ['I', '6'], ['I', '6'], ['6', 'I']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['T', '1', 'I', '6'], ['1', 'I', '6', 'T'], ['T', '6', 'I', '1'], ['1', 'I', 'T', '6'], ['T', '1', '6', 'I']]"
"If the symbol is square, then the letter is B.","{'square': 'P', 'circle': 'not_P', 'B': 'Q', 'N': 'not_Q'}","[['square', 'N'], ['square', 'N'], ['square', 'N'], ['square', 'N'], ['square', 'N']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['square', 'B', 'circle', 'N'], ['square', 'N', 'B', 'circle'], ['circle', 'N', 'square', 'B'], ['N', 'circle', 'square', 'B'], ['square', 'N', 'circle', 'B']]","[['square', 'N'], ['square'], ['card2', 'card3'], ['square'], ['square', 'N']]","['CORRECT', 'CONFIRMATION_BIAS', 'NOISE', 'CONFIRMATION_BIAS', 'CORRECT']","[['square', 'B', 'circle', 'N'], ['square', 'N', 'B', 'circle'], ['circle', 'N', 'square', 'B'], ['N', 'circle', 'square', 'B'], ['square', 'N', 'circle', 'B']]","[['square', 'N'], ['square', 'N'], ['square', 'N'], ['square', 'N'], ['square', 'N']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['square', 'B', 'circle', 'N'], ['square', 'N', 'B', 'circle'], ['circle', 'N', 'square', 'B'], ['N', 'circle', 'square', 'B'], ['square', 'N', 'circle', 'B']]"
"If the pattern is diagonal, then the color is grey.","{'diagonal': 'P', 'horizontal': 'not_P', 'grey': 'Q', 'brown': 'not_Q'}","[['diagonal', 'brown'], ['diagonal', 'brown'], ['diagonal', 'brown'], ['diagonal', 'brown'], ['diagonal', 'brown']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['grey', 'diagonal', 'brown', 'horizontal'], ['horizontal', 'grey', 'diagonal', 'brown'], ['diagonal', 'grey', 'brown', 'horizontal'], ['brown', 'diagonal', 'horizontal', 'grey'], ['horizontal', 'diagonal', 'grey', 'brown']]","[['diagonal', 'brown'], ['diagonal', 'brown'], ['diagonal', 'brown'], ['diagonal'], ['diagonal', 'brown']]","['CORRECT', 'CORRECT', 'CORRECT', 'CONFIRMATION_BIAS', 'CORRECT']","[['grey', 'diagonal', 'brown', 'horizontal'], ['horizontal', 'grey', 'diagonal', 'brown'], ['diagonal', 'grey', 'brown', 'horizontal'], ['brown', 'diagonal', 'horizontal', 'grey'], ['horizontal', 'diagonal', 'grey', 'brown']]","[['diagonal', 'brown'], ['diagonal', 'brown'], ['diagonal', 'brown'], ['diagonal', 'brown'], ['diagonal', 'brown']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['grey', 'diagonal', 'brown', 'horizontal'], ['horizontal', 'grey', 'diagonal', 'brown'], ['diagonal', 'grey', 'brown', 'horizontal'], ['brown', 'diagonal', 'horizontal', 'grey'], ['horizontal', 'diagonal', 'grey', 'brown']]"
"If the number is 8, then the shape is octagon.","{'8': 'P', '5': 'not_P', 'octagon': 'Q', 'pentagon': 'not_Q'}","[['8', 'pentagon'], ['8', 'pentagon'], ['pentagon', '8'], ['8', 'pentagon'], ['8', 'pentagon']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['octagon', '8', '5', 'pentagon'], ['pentagon', '5', 'octagon', '8'], ['5', 'pentagon', 'octagon', '8'], ['octagon', '8', 'pentagon', '5'], ['octagon', '5', '8', 'pentagon']]","[['8'], ['pentagon', '8'], ['pentagon', '8'], ['8'], ['8', 'pentagon']]","['CONFIRMATION_BIAS', 'CORRECT', 'CORRECT', 'CONFIRMATION_BIAS', 'CORRECT']","[['octagon', '8', '5', 'pentagon'], ['pentagon', '5', 'octagon', '8'], ['5', 'pentagon', 'octagon', '8'], ['octagon', '8', 'pentagon', '5'], ['octagon', '5', '8', 'pentagon']]","[['8', 'pentagon'], ['pentagon', '8'], ['pentagon', '8'], ['8', 'pentagon'], ['8', 'pentagon']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['octagon', '8', '5', 'pentagon'], ['pentagon', '5', 'octagon', '8'], ['5', 'pentagon', 'octagon', '8'], ['octagon', '8', 'pentagon', '5'], ['octagon', '5', '8', 'pentagon']]"
"If the digit is 0, then the symbol is omega.","{'0': 'P', '1': 'not_P', 'omega': 'Q', 'sigma': 'not_Q'}","[['0', 'sigma'], ['0', 'sigma'], ['0', 'sigma'], ['0', 'sigma'], ['0', 'sigma']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['1', 'omega', 'sigma', '0'], ['1', 'sigma', 'omega', '0'], ['1', 'sigma', '0', 'omega'], ['1', 'omega', '0', 'sigma'], ['0', 'omega', 'sigma', '1']]","[['0'], ['0', 'sigma'], ['sigma', '0'], ['card3', 'card4'], ['0', 'sigma']]","['CONFIRMATION_BIAS', 'CORRECT', 'CORRECT', 'NOISE', 'CORRECT']","[['1', 'omega', 'sigma', '0'], ['1', 'sigma', 'omega', '0'], ['1', 'sigma', '0', 'omega'], ['1', 'omega', '0', 'sigma'], ['0', 'omega', 'sigma', '1']]","[['0', 'sigma'], ['0', 'sigma'], ['0', 'sigma'], ['0', 'sigma'], ['0', 'sigma']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['1', 'omega', 'sigma', '0'], ['1', 'sigma', 'omega', '0'], ['1', 'sigma', '0', 'omega'], ['1', 'omega', '0', 'sigma'], ['0', 'omega', 'sigma', '1']]"
"If the shape is convex, then the color is pink.","{'convex': 'P', 'concave': 'not_P', 'pink': 'Q', 'grey': 'not_Q'}","[['grey', 'convex'], ['convex', 'grey'], ['convex', 'grey'], ['convex', 'grey'], ['grey', 'convex']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['grey', 'concave', 'pink', 'convex'], ['grey', 'convex', 'pink', 'concave'], ['grey', 'convex', 'concave', 'pink'], ['pink', 'convex', 'concave', 'grey'], ['pink', 'grey', 'concave', 'convex']]","[['convex', 'grey'], ['convex'], ['grey', 'convex'], ['convex', 'grey'], ['grey', 'convex']]","['CORRECT', 'CONFIRMATION_BIAS', 'CORRECT', 'CORRECT', 'CORRECT']","[['grey', 'concave', 'pink', 'convex'], ['grey', 'convex', 'pink', 'concave'], ['grey', 'convex', 'concave', 'pink'], ['pink', 'convex', 'concave', 'grey'], ['pink', 'grey', 'concave', 'convex']]","[['grey', 'convex'], ['grey', 'convex'], ['convex', 'grey'], ['convex', 'grey'], ['grey', 'convex']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['grey', 'concave', 'pink', 'convex'], ['grey', 'convex', 'pink', 'concave'], ['grey', 'convex', 'concave', 'pink'], ['pink', 'convex', 'concave', 'grey'], ['pink', 'grey', 'concave', 'convex']]"
"If the letter is O, then the number is 10.","{'O': 'P', 'D': 'not_P', '10': 'Q', '13': 'not_Q'}","[['O', '13'], ['O', '13'], ['O', '13'], ['13', 'O'], ['O', '13']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['O', 'D', '13', '10'], ['O', '13', '10', 'D'], ['O', '10', 'D', '13'], ['10', 'D', '13', 'O'], ['O', 'D', '10', '13']]","[['O', '13'], ['O'], ['O', '13'], ['O', '13'], ['O', '10']]","['CORRECT', 'CONFIRMATION_BIAS', 'CORRECT', 'CORRECT', 'MATCHING_BIAS']","[['O', 'D', '13', '10'], ['O', '13', '10', 'D'], ['O', '10', 'D', '13'], ['10', 'D', '13', 'O'], ['O', 'D', '10', '13']]","[['O', '13'], ['O', '13'], ['O', '13'], ['13', 'O'], ['O', '13']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['O', 'D', '13', '10'], ['O', '13', '10', 'D'], ['O', '10', 'D', '13'], ['10', 'D', '13', 'O'], ['O', 'D', '10', '13']]"
